Id,CdStationMesureEauxSurface,LbStationMesureEauxSurface,CdSupport,LbSupport,CdFractionAnalysee,LbFractionAnalysee,CdPrelevement,DatePrel,HeurePrel,DateAna,HeureAna,CdParametre,LbLongParamètre,RsAna,CdUniteMesure,SymUniteMesure
300,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240710152502-PC-577875,2024-09-19,10:48:00,2024-09-21,08:53:00,1335,Ammonium,0.05,169,mg(NH4)/L
301,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241209135225-PC-586816,2025-01-10,11:18:00,2025-01-11,09:37:00,1335,Ammonium,0.2,169,mg(NH4)/L
302,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250130140758-PC-589318,2025-03-14,10:29:00,2025-03-15,13:06:00,1335,Ammonium,0.43,169,mg(NH4)/L
303,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250410164127-PC-593748,2024-02-28,12:05:00,2024-03-01,13:56:00,1335,Ammonium,0.75,169,mg(NH4)/L
304,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250410164142-PC-593757,2024-04-15,10:30:00,2024-04-16,17:58:00,1335,Ammonium,0.92,169,mg(NH4)/L
305,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250410164159-PC-593766,2024-06-26,13:30:00,2024-06-27,17:29:00,1335,Ammonium,1.31,169,mg(NH4)/L
306,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250410164218-PC-593777,2024-08-27,13:45:00,2024-08-28,22:32:00,1335,Ammonium,0.39,169,mg(NH4)/L
307,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250410164240-PC-593790,2024-10-14,12:20:00,2024-10-15,22:38:00,1335,Ammonium,1.04,169,mg(NH4)/L
308,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250410164306-PC-593805,2024-12-16,12:05:00,2024-12-17,23:07:00,1335,Ammonium,0.05,169,mg(NH4)/L
309,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250415150352-PC-593937,2025-05-15,11:42:00,2025-05-16,13:56:00,1335,Ammonium,1.22,169,mg(NH4)/L
310,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250514144049-PC-597230,2025-07-10,10:34:00,2025-07-11,12:26:00,1335,Ammonium,0.37,169,mg(NH4)/L
311,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250717140329-PC-602696,2025-09-12,09:50:00,2025-09-13,13:26:00,1335,Ammonium,0.25,169,mg(NH4)/L
312,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250917115559-PC-608049,2025-11-12,11:25:00,2025-11-13,08:03:00,1335,Ammonium,0.63,169,mg(NH4)/L
313,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20251127140354-PC-617007,2026-01-20,12:11:00,2026-01-21,08:24:00,1335,Ammonium,0.44,169,mg(NH4)/L
314,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260206095429-PC-621548,2026-03-12,09:55:00,2026-03-13,09:23:00,1335,Ammonium,0.28,169,mg(NH4)/L
315,03081004,LE RUISSEAU DE RUNGIS A RUNGIS 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201105459-PC-559063,2023-07-04,09:40:00,2023-07-04,15:27:00,1335,Ammonium,0.24,169,mg(NH4)/L
316,03081004,LE RUISSEAU DE RUNGIS A RUNGIS 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201105506-PC-559066,2023-09-05,10:10:00,2023-09-05,16:12:00,1335,Ammonium,0.13,169,mg(NH4)/L
317,03081004,LE RUISSEAU DE RUNGIS A RUNGIS 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201105517-PC-559069,2023-11-07,09:35:00,2023-11-07,14:28:00,1335,Ammonium,0.01,169,mg(NH4)/L
318,03081004,LE RUISSEAU DE RUNGIS A RUNGIS 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241129094338-PC-585830,2024-02-06,09:55:00,2024-02-06,14:08:00,1335,Ammonium,0.04,169,mg(NH4)/L
319,03081004,LE RUISSEAU DE RUNGIS A RUNGIS 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241129094351-PC-585833,2024-03-05,10:00:00,2024-03-05,14:07:00,1335,Ammonium,0.3,169,mg(NH4)/L
320,03081004,LE RUISSEAU DE RUNGIS A RUNGIS 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241129094404-PC-585836,2024-05-14,10:45:00,2024-05-16,14:41:00,1335,Ammonium,0.11,169,mg(NH4)/L
321,03081004,LE RUISSEAU DE RUNGIS A RUNGIS 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241129094416-PC-585839,2024-07-23,09:40:00,2024-07-23,14:13:00,1335,Ammonium,0.19,169,mg(NH4)/L
322,03081004,LE RUISSEAU DE RUNGIS A RUNGIS 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241129094428-PC-585842,2024-09-03,09:50:00,2024-09-03,15:01:00,1335,Ammonium,0.05,169,mg(NH4)/L
323,03081004,LE RUISSEAU DE RUNGIS A RUNGIS 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241129094441-PC-585845,2024-11-05,09:30:00,2024-11-06,13:27:00,1335,Ammonium,0.05,169,mg(NH4)/L
324,03081004,LE RUISSEAU DE RUNGIS A RUNGIS 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085710-PC-619300,2025-02-04,10:00:00,2025-02-05,09:40:00,1335,Ammonium,0.04,169,mg(NH4)/L
325,03081004,LE RUISSEAU DE RUNGIS A RUNGIS 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085722-PC-619303,2025-03-04,10:05:00,2025-03-06,14:20:00,1335,Ammonium,0.07,169,mg(NH4)/L
326,03081004,LE RUISSEAU DE RUNGIS A RUNGIS 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085729-PC-619305,2025-05-06,09:40:00,2025-05-12,13:44:00,1335,Ammonium,0.14,169,mg(NH4)/L
327,03081004,LE RUISSEAU DE RUNGIS A RUNGIS 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085741-PC-619308,2025-07-08,09:00:00,2025-07-08,15:04:00,1335,Ammonium,0.14,169,mg(NH4)/L
328,03081004,LE RUISSEAU DE RUNGIS A RUNGIS 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085752-PC-619311,2025-09-02,09:30:00,2025-09-02,13:26:00,1335,Ammonium,0.15,169,mg(NH4)/L
329,03081004,LE RUISSEAU DE RUNGIS A RUNGIS 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085803-PC-619314,2025-11-04,10:00:00,2025-11-05,13:58:00,1335,Ammonium,0.05,169,mg(NH4)/L
330,03081007,LE RUISSEAU DE RUNGIS A FRESNES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201105502-PC-559064,2023-07-04,10:00:00,2023-07-04,15:27:00,1335,Ammonium,0.16,169,mg(NH4)/L
331,03081007,LE RUISSEAU DE RUNGIS A FRESNES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201105510-PC-559067,2023-09-05,10:45:00,2023-09-05,16:12:00,1335,Ammonium,0.15,169,mg(NH4)/L
332,03081007,LE RUISSEAU DE RUNGIS A FRESNES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201105519-PC-559070,2023-11-07,10:15:00,2023-11-07,14:28:00,1335,Ammonium,2.37,169,mg(NH4)/L
333,03081007,LE RUISSEAU DE RUNGIS A FRESNES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241129094343-PC-585831,2024-02-06,10:20:00,2024-02-06,14:08:00,1335,Ammonium,0.44,169,mg(NH4)/L
334,03081007,LE RUISSEAU DE RUNGIS A FRESNES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241129094355-PC-585834,2024-03-05,10:15:00,2024-03-05,14:07:00,1335,Ammonium,1.74,169,mg(NH4)/L
335,03081007,LE RUISSEAU DE RUNGIS A FRESNES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241129094408-PC-585837,2024-05-14,11:10:00,2024-05-16,14:41:00,1335,Ammonium,0.38,169,mg(NH4)/L
336,03081007,LE RUISSEAU DE RUNGIS A FRESNES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241129094420-PC-585840,2024-07-23,10:00:00,2024-07-23,14:13:00,1335,Ammonium,0.7,169,mg(NH4)/L
337,03081007,LE RUISSEAU DE RUNGIS A FRESNES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241129094433-PC-585843,2024-09-03,10:15:00,2024-09-03,15:01:00,1335,Ammonium,0.62,169,mg(NH4)/L
338,03081007,LE RUISSEAU DE RUNGIS A FRESNES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241129094445-PC-585846,2024-11-05,09:45:00,2024-11-06,13:27:00,1335,Ammonium,0.24,169,mg(NH4)/L
339,03081007,LE RUISSEAU DE RUNGIS A FRESNES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085714-PC-619301,2025-02-04,10:20:00,2025-02-05,09:40:00,1335,Ammonium,0.34,169,mg(NH4)/L
340,03081007,LE RUISSEAU DE RUNGIS A FRESNES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085726-PC-619304,2025-03-04,10:25:00,2025-03-04,14:50:00,1335,Ammonium,0.28,169,mg(NH4)/L
341,03081007,LE RUISSEAU DE RUNGIS A FRESNES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085733-PC-619306,2025-05-06,10:05:00,2025-05-12,13:44:00,1335,Ammonium,0.28,169,mg(NH4)/L
342,03081007,LE RUISSEAU DE RUNGIS A FRESNES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085744-PC-619309,2025-07-08,09:30:00,2025-07-08,15:04:00,1335,Ammonium,0.28,169,mg(NH4)/L
343,03081007,LE RUISSEAU DE RUNGIS A FRESNES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085755-PC-619312,2025-09-02,09:50:00,2025-09-02,13:26:00,1335,Ammonium,0.22,169,mg(NH4)/L
344,03081007,LE RUISSEAU DE RUNGIS A FRESNES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085807-PC-619315,2025-11-04,10:20:00,2025-11-05,13:58:00,1335,Ammonium,0.32,169,mg(NH4)/L
345,03081009,FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201105504-PC-559065,2023-07-04,10:15:00,2023-07-04,15:27:00,1335,Ammonium,0.74,169,mg(NH4)/L
346,03081009,FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201105513-PC-559068,2023-09-05,11:10:00,2023-09-05,16:12:00,1335,Ammonium,0.14,169,mg(NH4)/L
347,03081009,FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201105522-PC-559071,2023-11-07,10:35:00,2023-11-13,14:42:00,1335,Ammonium,9.1,169,mg(NH4)/L
348,03081009,FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241129094348-PC-585832,2024-02-06,10:40:00,2024-02-06,14:08:00,1335,Ammonium,0.74,169,mg(NH4)/L
349,03081009,FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241129094400-PC-585835,2024-03-05,10:30:00,2024-03-05,14:07:00,1335,Ammonium,0.6,169,mg(NH4)/L
350,03081009,FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241129094412-PC-585838,2024-05-14,11:25:00,2024-05-23,09:12:00,1335,Ammonium,7.5,169,mg(NH4)/L
351,03081009,FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241129094424-PC-585841,2024-07-23,10:20:00,2024-07-23,14:13:00,1335,Ammonium,2,169,mg(NH4)/L
352,03081009,FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241129094437-PC-585844,2024-09-03,10:30:00,2024-09-03,15:01:00,1335,Ammonium,1.62,169,mg(NH4)/L
353,03081009,FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241129094449-PC-585847,2024-11-05,10:00:00,2024-11-06,13:27:00,1335,Ammonium,0.48,169,mg(NH4)/L
354,03081009,FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085706-PC-619299,2025-03-04,10:40:00,2025-03-04,14:50:00,1335,Ammonium,0.33,169,mg(NH4)/L
355,03081009,FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085718-PC-619302,2025-02-04,10:45:00,2025-02-05,09:40:00,1335,Ammonium,0.21,169,mg(NH4)/L
356,03081009,FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085737-PC-619307,2025-05-06,10:15:00,2025-05-14,14:11:00,1335,Ammonium,0.88,169,mg(NH4)/L
357,03081009,FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085748-PC-619310,2025-07-08,10:00:00,2025-07-08,15:04:00,1335,Ammonium,0.57,169,mg(NH4)/L
358,03081009,FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085759-PC-619313,2025-09-02,10:40:00,2025-09-04,08:43:00,1335,Ammonium,6,169,mg(NH4)/L
359,03081009,FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085811-PC-619316,2025-11-04,10:30:00,2025-11-05,13:58:00,1335,Ammonium,1.19,169,mg(NH4)/L
360,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201104905-PC-559035,2023-07-04,11:50:00,2023-07-04,15:27:00,1335,Ammonium,1.04,169,mg(NH4)/L
361,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201104911-PC-559037,2023-07-18,12:05:00,2023-07-19,10:53:00,1335,Ammonium,0.85,169,mg(NH4)/L
362,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201104914-PC-559039,2023-08-01,11:10:00,2023-08-01,15:00:00,1335,Ammonium,0.31,169,mg(NH4)/L
363,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201104917-PC-559041,2023-08-17,11:20:00,2023-08-17,15:10:00,1335,Ammonium,0.42,169,mg(NH4)/L
364,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201104920-PC-559043,2023-08-29,11:45:00,2023-08-29,14:09:00,1335,Ammonium,0.54,169,mg(NH4)/L
365,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201104931-PC-559048,2023-09-05,12:50:00,2023-09-05,16:12:00,1335,Ammonium,0.45,169,mg(NH4)/L
366,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201104943-PC-559053,2023-11-07,12:30:00,2023-11-07,14:28:00,1335,Ammonium,0.53,169,mg(NH4)/L
367,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128144831-PC-585710,2024-02-06,12:00:00,2024-02-06,14:08:00,1335,Ammonium,0.51,169,mg(NH4)/L
368,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128144847-PC-585714,2024-03-05,12:00:00,2024-03-05,14:07:00,1335,Ammonium,0.31,169,mg(NH4)/L
369,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128144905-PC-585718,2024-05-14,12:40:00,2024-05-16,14:41:00,1335,Ammonium,0.59,169,mg(NH4)/L
370,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128144914-PC-585720,2024-06-11,11:25:00,2024-06-11,14:34:00,1335,Ammonium,0.4,169,mg(NH4)/L
371,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128144919-PC-585722,2024-06-25,12:30:00,2024-06-25,15:21:00,1335,Ammonium,0.51,169,mg(NH4)/L
372,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128144925-PC-585724,2024-07-09,11:45:00,2024-07-10,13:45:00,1335,Ammonium,0.36,169,mg(NH4)/L
373,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128144940-PC-585728,2024-07-23,11:35:00,2024-07-23,14:13:00,1335,Ammonium,0.41,169,mg(NH4)/L
374,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128144947-PC-585730,2024-08-06,11:20:00,2024-08-06,14:33:00,1335,Ammonium,0.28,169,mg(NH4)/L
375,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128144953-PC-585732,2024-08-22,11:50:00,2024-08-22,14:50:00,1335,Ammonium,0.2,169,mg(NH4)/L
376,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128145008-PC-585736,2024-09-03,11:45:00,2024-09-03,15:01:00,1335,Ammonium,0.33,169,mg(NH4)/L
377,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128145014-PC-585738,2024-09-10,12:30:00,2024-09-10,16:13:00,1335,Ammonium,0.53,169,mg(NH4)/L
378,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128145029-PC-585742,2024-11-05,11:50:00,2024-11-06,13:27:00,1335,Ammonium,0.64,169,mg(NH4)/L
379,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085020-PC-619237,2025-02-04,11:55:00,2025-02-05,09:40:00,1335,Ammonium,0.3,169,mg(NH4)/L
380,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085035-PC-619241,2025-03-04,11:40:00,2025-03-04,14:50:00,1335,Ammonium,0.07,169,mg(NH4)/L
381,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085051-PC-619245,2025-05-06,11:45:00,2025-05-12,13:44:00,1335,Ammonium,0.46,169,mg(NH4)/L
382,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085057-PC-619247,2025-06-17,12:00:00,2025-06-19,10:07:00,1335,Ammonium,0.41,169,mg(NH4)/L
383,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085103-PC-619249,2025-07-01,10:30:00,2025-07-02,08:35:00,1335,Ammonium,0.22,169,mg(NH4)/L
384,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085118-PC-619253,2025-07-08,12:00:00,2025-07-08,15:04:00,1335,Ammonium,0.35,169,mg(NH4)/L
385,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085125-PC-619255,2025-07-22,11:20:00,2025-07-22,15:10:00,1335,Ammonium,0.2,169,mg(NH4)/L
386,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085130-PC-619257,2025-08-04,11:30:00,2025-08-04,14:22:00,1335,Ammonium,0.35,169,mg(NH4)/L
387,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085136-PC-619259,2025-08-19,11:20:00,2025-08-19,14:53:00,1335,Ammonium,0.31,169,mg(NH4)/L
388,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085151-PC-619263,2025-09-02,11:40:00,2025-09-02,13:26:00,1335,Ammonium,0.37,169,mg(NH4)/L
389,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085155-PC-619264,2025-09-09,11:30:00,2025-09-09,13:52:00,1335,Ammonium,0.5,169,mg(NH4)/L
390,03081014,LA BIÈVRE A ARCUEIL 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085209-PC-619268,2025-11-04,11:40:00,2025-11-05,13:58:00,1335,Ammonium,0.84,169,mg(NH4)/L
391,03081016,La Bièvre à Fresnes 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201104856-PC-559032,2023-07-04,10:45:00,2023-07-04,15:27:00,1335,Ammonium,1.02,169,mg(NH4)/L
392,03081016,La Bièvre à Fresnes 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201104924-PC-559045,2023-09-05,11:40:00,2023-09-05,16:12:00,1335,Ammonium,1.19,169,mg(NH4)/L
393,03081016,La Bièvre à Fresnes 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201104936-PC-559050,2023-11-07,11:15:00,2023-11-07,14:28:00,1335,Ammonium,0.44,169,mg(NH4)/L
394,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201104858-PC-559033,2023-07-04,11:00:00,2023-07-04,15:27:00,1335,Ammonium,0.99,169,mg(NH4)/L
395,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201104909-PC-559036,2023-07-18,11:30:00,2023-07-19,10:52:00,1335,Ammonium,0.31,169,mg(NH4)/L
396,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201104913-PC-559038,2023-08-01,10:15:00,2023-08-01,15:00:00,1335,Ammonium,0.29,169,mg(NH4)/L
397,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201104916-PC-559040,2023-08-17,11:00:00,2023-08-17,15:10:00,1335,Ammonium,0.33,169,mg(NH4)/L
398,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201104919-PC-559042,2023-08-29,11:10:00,2023-08-29,14:09:00,1335,Ammonium,0.61,169,mg(NH4)/L
399,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201104926-PC-559046,2023-09-05,12:00:00,2023-09-05,16:12:00,1335,Ammonium,0.67,169,mg(NH4)/L
400,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201104938-PC-559051,2023-11-07,11:45:00,2023-11-07,14:28:00,1335,Ammonium,0.37,169,mg(NH4)/L
401,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128144823-PC-585708,2024-02-06,11:10:00,2024-02-06,14:08:00,1335,Ammonium,0.58,169,mg(NH4)/L
402,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128144838-PC-585712,2024-03-05,11:15:00,2024-03-05,14:07:00,1335,Ammonium,0.24,169,mg(NH4)/L
403,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128144855-PC-585716,2024-05-14,11:50:00,2024-05-16,14:41:00,1335,Ammonium,0.52,169,mg(NH4)/L
404,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128144909-PC-585719,2024-06-11,10:50:00,2024-06-11,14:34:00,1335,Ammonium,0.43,169,mg(NH4)/L
405,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128144916-PC-585721,2024-06-25,12:00:00,2024-06-25,15:21:00,1335,Ammonium,0.65,169,mg(NH4)/L
406,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128144922-PC-585723,2024-07-09,11:15:00,2024-07-10,13:45:00,1335,Ammonium,0.5,169,mg(NH4)/L
407,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128144932-PC-585726,2024-07-23,10:50:00,2024-07-23,14:13:00,1335,Ammonium,0.34,169,mg(NH4)/L
408,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128144944-PC-585729,2024-08-06,10:45:00,2024-08-06,14:33:00,1335,Ammonium,0.15,169,mg(NH4)/L
