Id,CdStationMesureEauxSurface,LbStationMesureEauxSurface,CdSupport,LbSupport,CdFractionAnalysee,LbFractionAnalysee,CdPrelevement,DatePrel,HeurePrel,DateAna,HeureAna,CdParametre,LbLongParamètre,RsAna,CdUniteMesure,SymUniteMesure
191,03079622,LE RÉVEILLON A VILLECRESNES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20251010120754-PC-609688,2025-12-05,10:28:00,2025-12-06,07:43:00,1335,Ammonium,0.27,169,mg(NH4)/L
192,03079622,LE RÉVEILLON A VILLECRESNES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20251127140327-PC-617003,2026-01-13,09:23:00,2026-01-14,08:31:00,1335,Ammonium,0.2,169,mg(NH4)/L
193,03079622,LE RÉVEILLON A VILLECRESNES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260113223118-PC-619681,2026-02-06,10:29:00,2026-02-07,07:10:00,1335,Ammonium,0.13,169,mg(NH4)/L
194,03079622,LE RÉVEILLON A VILLECRESNES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260206095356-PC-621544,2026-03-06,09:27:00,2026-03-07,07:57:00,1335,Ammonium,0.1,169,mg(NH4)/L
195,03079622,LE RÉVEILLON A VILLECRESNES 2,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260306143506-PC-624004,2026-04-08,10:21:00,2026-04-10,15:51:00,1335,Ammonium,0.15,169,mg(NH4)/L
196,03079650,LE RÉVEILLON A VILLECRESNES 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201110200-PC-559091,2023-07-06,11:15:00,2023-07-06,14:21:00,1335,Ammonium,0.1,169,mg(NH4)/L
197,03079650,LE RÉVEILLON A VILLECRESNES 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201110212-PC-559096,2023-09-07,11:00:00,2023-09-07,15:00:00,1335,Ammonium,0.23,169,mg(NH4)/L
198,03079650,LE RÉVEILLON A VILLECRESNES 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201110225-PC-559101,2023-11-08,10:25:00,2023-11-08,14:09:00,1335,Ammonium,0.08,169,mg(NH4)/L
199,03079650,LE RÉVEILLON A VILLECRESNES 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128163746-PC-585784,2024-09-05,10:35:00,2024-09-05,14:39:00,1335,Ammonium,0.55,169,mg(NH4)/L
200,03079650,LE RÉVEILLON A VILLECRESNES 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128163805-PC-585789,2024-02-07,10:20:00,2024-02-08,10:53:00,1335,Ammonium,0.1,169,mg(NH4)/L
201,03079650,LE RÉVEILLON A VILLECRESNES 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128163823-PC-585794,2024-03-06,10:45:00,2024-03-06,13:40:00,1335,Ammonium,0.09,169,mg(NH4)/L
202,03079650,LE RÉVEILLON A VILLECRESNES 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128163842-PC-585799,2024-05-15,10:10:00,2024-05-16,14:41:00,1335,Ammonium,0.12,169,mg(NH4)/L
203,03079650,LE RÉVEILLON A VILLECRESNES 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128163901-PC-585804,2024-07-25,10:20:00,2024-07-25,13:48:00,1335,Ammonium,0.07,169,mg(NH4)/L
204,03079650,LE RÉVEILLON A VILLECRESNES 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128163919-PC-585809,2024-11-06,10:10:00,2024-11-06,13:27:00,1335,Ammonium,0.05,169,mg(NH4)/L
205,03079650,LE RÉVEILLON A VILLECRESNES 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085441-PC-619273,2025-02-05,10:45:00,2025-02-06,12:00:00,1335,Ammonium,0.27,169,mg(NH4)/L
206,03079650,LE RÉVEILLON A VILLECRESNES 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085500-PC-619278,2025-03-05,10:20:00,2025-03-05,13:58:00,1335,Ammonium,0.09,169,mg(NH4)/L
207,03079650,LE RÉVEILLON A VILLECRESNES 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085519-PC-619283,2025-05-07,09:55:00,2025-05-12,13:44:00,1335,Ammonium,0.23,169,mg(NH4)/L
208,03079650,LE RÉVEILLON A VILLECRESNES 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085537-PC-619288,2025-07-10,10:30:00,2025-07-10,13:48:00,1335,Ammonium,0.07,169,mg(NH4)/L
209,03079650,LE RÉVEILLON A VILLECRESNES 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085556-PC-619293,2025-09-04,10:10:00,2025-09-05,07:58:00,1335,Ammonium,0.11,169,mg(NH4)/L
210,03079650,LE RÉVEILLON A VILLECRESNES 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112085615-PC-619298,2025-11-05,10:30:00,2025-11-06,16:15:00,1335,Ammonium,0.05,169,mg(NH4)/L
211,03079990,L'YERRES A VILLENEUVE-SAINT-GEORGES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201103922-PC-559006,2023-07-06,13:00:00,2023-07-06,14:21:00,1335,Ammonium,0.1,169,mg(NH4)/L
212,03079990,L'YERRES A VILLENEUVE-SAINT-GEORGES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201103927-PC-559008,2023-09-07,12:30:00,2023-09-07,15:00:00,1335,Ammonium,0.12,169,mg(NH4)/L
213,03079990,L'YERRES A VILLENEUVE-SAINT-GEORGES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231201103934-PC-559011,2023-11-08,11:55:00,2023-11-08,14:09:00,1335,Ammonium,0.06,169,mg(NH4)/L
214,03079990,L'YERRES A VILLENEUVE-SAINT-GEORGES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128165211-PC-585810,2024-09-05,11:55:00,2024-09-05,14:39:00,1335,Ammonium,0.11,169,mg(NH4)/L
215,03079990,L'YERRES A VILLENEUVE-SAINT-GEORGES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128165229-PC-585815,2024-02-07,12:10:00,2024-02-08,10:53:00,1335,Ammonium,0.11,169,mg(NH4)/L
216,03079990,L'YERRES A VILLENEUVE-SAINT-GEORGES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128165241-PC-585818,2024-03-06,12:20:00,2024-03-06,13:40:00,1335,Ammonium,0.08,169,mg(NH4)/L
217,03079990,L'YERRES A VILLENEUVE-SAINT-GEORGES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128165253-PC-585821,2024-05-15,11:50:00,2024-05-16,14:41:00,1335,Ammonium,0.12,169,mg(NH4)/L
218,03079990,L'YERRES A VILLENEUVE-SAINT-GEORGES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128165304-PC-585824,2024-07-25,11:40:00,2024-07-25,13:48:00,1335,Ammonium,0.06,169,mg(NH4)/L
219,03079990,L'YERRES A VILLENEUVE-SAINT-GEORGES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241128165315-PC-585827,2024-11-06,11:20:00,2024-11-06,13:27:00,1335,Ammonium,0.04,169,mg(NH4)/L
220,03079990,L'YERRES A VILLENEUVE-SAINT-GEORGES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112084315-PC-619217,2025-02-05,11:55:00,2025-02-06,12:00:00,1335,Ammonium,0.09,169,mg(NH4)/L
221,03079990,L'YERRES A VILLENEUVE-SAINT-GEORGES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112084327-PC-619220,2025-03-05,11:40:00,2025-03-05,13:58:00,1335,Ammonium,0.04,169,mg(NH4)/L
222,03079990,L'YERRES A VILLENEUVE-SAINT-GEORGES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112084339-PC-619223,2025-05-07,11:35:00,2025-05-12,13:44:00,1335,Ammonium,0.03,169,mg(NH4)/L
223,03079990,L'YERRES A VILLENEUVE-SAINT-GEORGES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112084350-PC-619226,2025-07-10,12:15:00,2025-07-10,13:48:00,1335,Ammonium,0.07,169,mg(NH4)/L
224,03079990,L'YERRES A VILLENEUVE-SAINT-GEORGES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112084402-PC-619229,2025-09-04,11:50:00,2025-09-05,07:58:00,1335,Ammonium,0.14,169,mg(NH4)/L
225,03079990,L'YERRES A VILLENEUVE-SAINT-GEORGES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260112084410-PC-619231,2025-11-05,11:30:00,2025-11-06,16:15:00,1335,Ammonium,0.06,169,mg(NH4)/L
226,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20230516132652-PC-544693,2023-07-03,09:32:00,2023-07-04,02:54:00,1335,Ammonium,0.05,169,mg(NH4)/L
227,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20230516132714-PC-544694,2023-07-20,10:53:00,2023-07-21,08:27:00,1335,Ammonium,0.06,169,mg(NH4)/L
228,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20230621101020-PC-548479,2023-08-01,08:58:00,2023-08-02,08:33:00,1335,Ammonium,0.22,169,mg(NH4)/L
229,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20230621101039-PC-548480,2023-08-25,09:32:00,2023-08-26,08:25:00,1335,Ammonium,0.05,169,mg(NH4)/L
230,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20230727105044-PC-551291,2023-09-01,09:19:00,2023-09-02,08:38:00,1335,Ammonium,0.12,169,mg(NH4)/L
231,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20230727105114-PC-551292,2023-09-18,11:53:00,2023-09-19,08:54:00,1335,Ammonium,0.46,169,mg(NH4)/L
232,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20230731170651-PC-552591,2023-10-02,09:24:00,2023-10-03,04:34:00,1335,Ammonium,0.13,169,mg(NH4)/L
233,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20230731170713-PC-552592,2023-10-13,11:27:00,2023-10-14,08:27:00,1335,Ammonium,0.07,169,mg(NH4)/L
234,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231006123011-PC-554963,2023-11-02,09:10:00,2023-11-03,07:53:00,1335,Ammonium,0.07,169,mg(NH4)/L
235,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231006123031-PC-554964,2023-11-14,09:10:00,2023-11-15,08:37:00,1335,Ammonium,0.13,169,mg(NH4)/L
236,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231017114251-PC-556765,2023-12-01,09:12:00,2023-12-02,08:47:00,1335,Ammonium,0.03,169,mg(NH4)/L
237,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231017114308-PC-556766,2023-12-13,10:52:00,2023-12-14,22:47:00,1335,Ammonium,0.05,169,mg(NH4)/L
238,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231213113159-PC-559842,2024-01-03,09:00:00,2024-01-04,08:29:00,1335,Ammonium,0.08,169,mg(NH4)/L
239,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231213113208-PC-559843,2024-01-23,09:22:00,2024-01-24,08:25:00,1335,Ammonium,0.31,169,mg(NH4)/L
240,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240114170617-PC-562101,2024-02-09,09:07:00,2024-02-10,09:41:00,1335,Ammonium,0.45,169,mg(NH4)/L
241,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240114170624-PC-562102,2024-02-22,10:35:00,2024-02-23,08:27:00,1335,Ammonium,0.38,169,mg(NH4)/L
242,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240220104248-PC-565286,2024-03-04,09:34:00,2024-03-05,15:31:00,1335,Ammonium,0.34,169,mg(NH4)/L
243,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240220104259-PC-565287,2024-03-20,09:07:00,2024-03-21,10:20:00,1335,Ammonium,0.06,169,mg(NH4)/L
244,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240318180529-PC-566910,2024-04-02,09:21:00,2024-04-03,09:26:00,1335,Ammonium,0.102,169,mg(NH4)/L
245,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240318180540-PC-566911,2024-04-18,08:44:00,2024-04-19,14:39:00,1335,Ammonium,0.066,169,mg(NH4)/L
246,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240321164451-PC-568597,2024-05-22,10:38:00,2024-05-23,08:36:00,1335,Ammonium,0.05,169,mg(NH4)/L
247,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240404104103-PC-570329,2024-06-03,09:21:00,2024-06-04,08:57:00,1335,Ammonium,0.13,169,mg(NH4)/L
248,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240404104115-PC-570330,2024-06-20,09:51:00,2024-06-21,08:51:00,1335,Ammonium,0.06,169,mg(NH4)/L
249,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240605165417-PC-574059,2024-07-01,08:49:00,2024-07-02,08:48:00,1335,Ammonium,0.04,169,mg(NH4)/L
250,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240605165433-PC-574060,2024-07-18,08:50:00,2024-07-19,08:39:00,1335,Ammonium,0.05,169,mg(NH4)/L
251,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240607130821-PC-575481,2024-08-07,14:39:00,2024-08-08,12:34:00,1335,Ammonium,0.03,169,mg(NH4)/L
252,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240607130836-PC-575482,2024-08-19,10:30:00,2024-08-20,14:42:00,1335,Ammonium,0.16,169,mg(NH4)/L
253,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240710152444-PC-577873,2024-09-03,09:13:00,2024-09-04,09:19:00,1335,Ammonium,0.15,169,mg(NH4)/L
254,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240710152459-PC-577874,2024-09-20,11:40:00,2024-09-21,13:44:00,1335,Ammonium,0.02,169,mg(NH4)/L
255,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240808100225-PC-579983,2024-10-01,09:54:00,2024-10-02,09:59:00,1335,Ammonium,0.17,169,mg(NH4)/L
256,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240808100242-PC-579984,2024-10-21,09:58:00,2024-10-22,15:43:00,1335,Ammonium,0.13,169,mg(NH4)/L
257,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241017163230-PC-582897,2024-11-06,09:22:00,2024-11-07,14:29:00,1335,Ammonium,0.04,169,mg(NH4)/L
258,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241017163245-PC-582898,2024-11-25,12:42:00,2024-11-26,22:47:00,1335,Ammonium,0.13,169,mg(NH4)/L
259,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241018150507-PC-583693,2024-12-02,10:05:00,2024-12-03,11:03:00,1335,Ammonium,0.12,169,mg(NH4)/L
260,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241018150521-PC-583694,2024-12-13,11:52:00,2024-12-14,14:36:00,1335,Ammonium,0.02,169,mg(NH4)/L
261,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241209135203-PC-586814,2025-01-06,09:29:00,2025-01-07,08:44:00,1335,Ammonium,0.24,169,mg(NH4)/L
262,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20241209135222-PC-586815,2025-01-21,11:12:00,2025-01-22,03:10:00,1335,Ammonium,0.04,169,mg(NH4)/L
263,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250113160617-PC-588156,2025-02-03,09:18:00,2025-02-04,11:21:00,1335,Ammonium,0.35,169,mg(NH4)/L
264,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250113160637-PC-588157,2025-02-25,12:01:00,2025-02-26,09:37:00,1335,Ammonium,0.25,169,mg(NH4)/L
265,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250130140732-PC-589316,2025-03-04,09:33:00,2025-03-05,11:44:00,1335,Ammonium,0.13,169,mg(NH4)/L
266,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250130140755-PC-589317,2025-03-18,12:11:00,2025-03-19,22:35:00,1335,Ammonium,0.14,169,mg(NH4)/L
267,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250307182928-PC-591492,2025-04-01,09:34:00,2025-04-02,22:40:00,1335,Ammonium,0.06,169,mg(NH4)/L
268,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250307182938-PC-591493,2025-04-16,08:46:00,2025-04-17,16:18:00,1335,Ammonium,0.04,169,mg(NH4)/L
269,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250415150339-PC-593935,2025-05-02,09:12:00,2025-05-03,09:28:00,1335,Ammonium,0.08,169,mg(NH4)/L
270,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250415150349-PC-593936,2025-05-16,11:45:00,2025-05-17,10:29:00,1335,Ammonium,0.06,169,mg(NH4)/L
271,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250507174535-PC-596523,2025-06-04,09:14:00,2025-06-05,22:41:00,1335,Ammonium,0.11,169,mg(NH4)/L
272,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250507174545-PC-596524,2025-06-18,09:57:00,2025-06-19,11:35:00,1335,Ammonium,0.05,169,mg(NH4)/L
273,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250514144037-PC-597228,2025-07-01,14:25:00,2025-07-02,22:49:00,1335,Ammonium,0.05,169,mg(NH4)/L
274,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250514144047-PC-597229,2025-07-11,08:43:00,2025-07-12,12:55:00,1335,Ammonium,0.01,169,mg(NH4)/L
275,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250519115055-PC-598288,2025-08-01,09:03:00,2025-08-02,12:21:00,1335,Ammonium,0.06,169,mg(NH4)/L
276,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250519115104-PC-598289,2025-08-20,11:27:00,2025-08-21,15:13:00,1335,Ammonium,0.03,169,mg(NH4)/L
277,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250717140316-PC-602694,2025-09-02,09:11:00,2025-09-03,16:13:00,1335,Ammonium,0.12,169,mg(NH4)/L
278,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250717140326-PC-602695,2025-09-16,12:35:00,2025-09-17,11:29:00,1335,Ammonium,0.04,169,mg(NH4)/L
279,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250805122609-PC-604808,2025-10-06,09:37:00,2025-10-07,08:33:00,1335,Ammonium,0.08,169,mg(NH4)/L
280,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250805122620-PC-604809,2025-10-22,09:02:00,2025-10-23,08:38:00,1335,Ammonium,0.09,169,mg(NH4)/L
281,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250917115540-PC-608046,2025-11-03,09:41:00,2025-11-04,07:46:00,1335,Ammonium,0.08,169,mg(NH4)/L
282,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20250917115549-PC-608047,2025-11-14,12:23:00,2025-11-17,14:52:00,1335,Ammonium,0.03,169,mg(NH4)/L
283,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20251010120820-PC-609691,2025-12-01,09:39:00,2025-12-02,08:07:00,1335,Ammonium,0.07,169,mg(NH4)/L
284,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20251010120830-PC-609692,2025-12-15,10:00:00,2025-12-16,22:30:00,1335,Ammonium,0.43,169,mg(NH4)/L
285,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20251127140342-PC-617005,2026-01-05,09:31:00,2026-01-06,10:48:00,1335,Ammonium,0.15,169,mg(NH4)/L
286,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20251127140352-PC-617006,2026-01-21,11:48:00,2026-01-22,08:32:00,1335,Ammonium,0.07,169,mg(NH4)/L
287,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260113223148-PC-619684,2026-02-02,10:07:00,2026-02-03,08:06:00,1335,Ammonium,0.3,169,mg(NH4)/L
288,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260113223200-PC-619685,2026-02-18,09:21:00,2026-02-19,07:31:00,1335,Ammonium,0.08,169,mg(NH4)/L
289,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260206095414-PC-621546,2026-03-02,09:23:00,2026-03-03,07:17:00,1335,Ammonium,0.04,169,mg(NH4)/L
290,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260206095426-PC-621547,2026-03-13,11:29:00,2026-03-14,07:24:00,1335,Ammonium,0.01,169,mg(NH4)/L
291,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260306143746-PC-624007,2026-04-01,09:11:00,2026-04-02,08:28:00,1335,Ammonium,0.03,169,mg(NH4)/L
292,03080660,LA SEINE A ALFORTVILLE 3,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20260306143842-PC-624008,2026-04-14,09:18:00,2026-04-15,07:30:00,1335,Ammonium,0.1,169,mg(NH4)/L
293,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20230516132719-PC-544696,2023-07-27,11:42:00,2023-07-28,08:51:00,1335,Ammonium,1.5,169,mg(NH4)/L
294,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20230727105123-PC-551294,2023-09-22,10:06:00,2023-09-23,08:42:00,1335,Ammonium,0.19,169,mg(NH4)/L
295,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231006123052-PC-554966,2023-11-20,11:15:00,2023-11-21,08:21:00,1335,Ammonium,1.1,169,mg(NH4)/L
296,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20231213113208-PC-559844,2024-01-23,13:14:00,2024-01-24,08:25:00,1335,Ammonium,0.42,169,mg(NH4)/L
297,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240220104259-PC-565288,2024-03-28,13:58:00,2024-03-29,09:27:00,1335,Ammonium,1.057,169,mg(NH4)/L
298,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240321164454-PC-568598,2024-05-21,11:14:00,2024-05-22,09:13:00,1335,Ammonium,0.6,169,mg(NH4)/L
299,03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,3,Eau,3,"Phase aqueuse de l'eau (filtrée, centrifugée...)",20240605165436-PC-574061,2024-07-18,09:43:00,2024-07-19,08:52:00,1335,Ammonium,2.5,169,mg(NH4)/L
