,CdStationMesureEauxSurface,LbStationMesureEauxSurface,CdSupport,LbSupport,CdFractionAnalysee,LbFractionAnalysee,CdPrelevement,DatePrel,HeurePrel,DateAna,HeureAna,CdParametre,LbLongParamètre,RsAna,CdUniteMesure,SymUniteMesure
433,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,23,Eau brute,20241128145021-PC-585740,2024-11-05,10:50:00,2024-11-05,10:50:00,1301,Température de l'Eau,11.9,27,°C
434,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,23,Eau brute,20260112085005-PC-619233,2025-09-09,10:30:00,2025-09-09,10:30:00,1301,Température de l'Eau,17.5,27,°C
435,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,23,Eau brute,20260112085012-PC-619235,2025-02-04,11:15:00,2025-02-04,11:15:00,1301,Température de l'Eau,5.5,27,°C
436,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,23,Eau brute,20260112085028-PC-619239,2025-03-04,11:10:00,2025-03-04,11:10:00,1301,Température de l'Eau,7.3,27,°C
437,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,23,Eau brute,20260112085043-PC-619243,2025-05-06,11:00:00,2025-05-06,11:00:00,1301,Température de l'Eau,12.7,27,°C
438,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,23,Eau brute,20260112085054-PC-619246,2025-06-17,11:00:00,2025-06-17,11:00:00,1301,Température de l'Eau,18.5,27,°C
439,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,23,Eau brute,20260112085100-PC-619248,2025-07-01,09:30:00,2025-07-01,09:30:00,1301,Température de l'Eau,22.8,27,°C
440,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,23,Eau brute,20260112085110-PC-619251,2025-07-08,11:00:00,2025-07-08,11:00:00,1301,Température de l'Eau,17.8,27,°C
441,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,23,Eau brute,20260112085122-PC-619254,2025-07-22,10:30:00,2025-07-22,10:30:00,1301,Température de l'Eau,18.9,27,°C
442,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,23,Eau brute,20260112085128-PC-619256,2025-08-04,11:00:00,2025-08-04,11:00:00,1301,Température de l'Eau,19.1,27,°C
443,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,23,Eau brute,20260112085133-PC-619258,2025-08-19,10:45:00,2025-08-19,10:45:00,1301,Température de l'Eau,19.6,27,°C
444,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,23,Eau brute,20260112085143-PC-619261,2025-09-02,10:55:00,2025-09-02,10:55:00,1301,Température de l'Eau,17,27,°C
445,03081017,LA BIÈVRE A L'HAY-LES-ROSES 2,3,Eau,23,Eau brute,20260112085202-PC-619266,2025-11-04,11:10:00,2025-11-04,11:10:00,1301,Température de l'Eau,12.2,27,°C
446,03081019,LA BIÈVRE A CACHAN 2,3,Eau,23,Eau brute,20231201104901-PC-559034,2023-07-04,11:30:00,2023-07-04,11:30:00,1301,Température de l'Eau,19.1,27,°C
447,03081019,LA BIÈVRE A CACHAN 2,3,Eau,23,Eau brute,20231201104929-PC-559047,2023-09-05,12:20:00,2023-09-05,12:20:00,1301,Température de l'Eau,20.1,27,°C
448,03081019,LA BIÈVRE A CACHAN 2,3,Eau,23,Eau brute,20231201104940-PC-559052,2023-11-07,12:00:00,2023-11-07,12:00:00,1301,Température de l'Eau,11.7,27,°C
449,03081019,LA BIÈVRE A CACHAN 2,3,Eau,23,Eau brute,20241128144827-PC-585709,2024-02-06,11:20:00,2024-02-06,11:20:00,1301,Température de l'Eau,9.2,27,°C
450,03081019,LA BIÈVRE A CACHAN 2,3,Eau,23,Eau brute,20241128144842-PC-585713,2024-03-05,11:40:00,2024-03-05,11:40:00,1301,Température de l'Eau,8.6,27,°C
451,03081019,LA BIÈVRE A CACHAN 2,3,Eau,23,Eau brute,20241128144900-PC-585717,2024-05-14,12:15:00,2024-05-14,12:15:00,1301,Température de l'Eau,16.3,27,°C
452,03081019,LA BIÈVRE A CACHAN 2,3,Eau,23,Eau brute,20241128144936-PC-585727,2024-07-23,11:10:00,2024-07-23,11:10:00,1301,Température de l'Eau,19.7,27,°C
453,03081019,LA BIÈVRE A CACHAN 2,3,Eau,23,Eau brute,20241128145004-PC-585735,2024-09-03,11:30:00,2024-09-03,11:30:00,1301,Température de l'Eau,20,27,°C
454,03081019,LA BIÈVRE A CACHAN 2,3,Eau,23,Eau brute,20241128145025-PC-585741,2024-11-05,11:10:00,2024-11-05,11:10:00,1301,Température de l'Eau,12,27,°C
455,03081019,LA BIÈVRE A CACHAN 2,3,Eau,23,Eau brute,20260112085016-PC-619236,2025-02-04,11:30:00,2025-02-04,11:30:00,1301,Température de l'Eau,5.9,27,°C
456,03081019,LA BIÈVRE A CACHAN 2,3,Eau,23,Eau brute,20260112085031-PC-619240,2025-03-04,11:25:00,2025-03-04,11:25:00,1301,Température de l'Eau,7.8,27,°C
457,03081019,LA BIÈVRE A CACHAN 2,3,Eau,23,Eau brute,20260112085047-PC-619244,2025-05-06,11:15:00,2025-05-06,11:15:00,1301,Température de l'Eau,13.1,27,°C
458,03081019,LA BIÈVRE A CACHAN 2,3,Eau,23,Eau brute,20260112085114-PC-619252,2025-07-08,11:30:00,2025-07-08,11:30:00,1301,Température de l'Eau,17.9,27,°C
459,03081019,LA BIÈVRE A CACHAN 2,3,Eau,23,Eau brute,20260112085147-PC-619262,2025-09-02,11:20:00,2025-09-02,11:20:00,1301,Température de l'Eau,17.3,27,°C
460,03081019,LA BIÈVRE A CACHAN 2,3,Eau,23,Eau brute,20260112085205-PC-619267,2025-11-04,11:30:00,2025-11-04,11:30:00,1301,Température de l'Eau,12.2,27,°C
461,03112000,LA MARNE A JOINVILLE-LE-PONT 1,3,Eau,23,Eau brute,20230516132817-PC-544706,2023-07-20,10:24:00,2023-07-20,10:24:00,1301,Température de l'Eau,22.7,27,°C
462,03112000,LA MARNE A JOINVILLE-LE-PONT 1,3,Eau,23,Eau brute,20230621101354-PC-548500,2023-08-25,09:05:00,2023-08-25,09:05:00,1301,Température de l'Eau,23.7,27,°C
463,03112000,LA MARNE A JOINVILLE-LE-PONT 1,3,Eau,23,Eau brute,20230727105250-PC-551304,2023-09-18,11:23:00,2023-09-18,11:23:00,1301,Température de l'Eau,21.7,27,°C
464,03112000,LA MARNE A JOINVILLE-LE-PONT 1,3,Eau,23,Eau brute,20230731171041-PC-552612,2023-10-12,12:46:00,2023-10-12,12:46:00,1301,Température de l'Eau,17.1,27,°C
465,03112000,LA MARNE A JOINVILLE-LE-PONT 1,3,Eau,23,Eau brute,20231006123239-PC-554977,2023-11-22,11:17:00,2023-11-22,11:17:00,1301,Température de l'Eau,10.3,27,°C
466,03112000,LA MARNE A JOINVILLE-LE-PONT 1,3,Eau,23,Eau brute,20231017114615-PC-556786,2023-12-04,16:29:00,2023-12-04,16:29:00,1301,Température de l'Eau,6.1,27,°C
467,03112000,LA MARNE A JOINVILLE-LE-PONT 1,3,Eau,23,Eau brute,20240114170836-PC-562122,2024-02-22,10:06:00,2024-02-22,10:06:00,1301,Température de l'Eau,9.8,27,°C
468,03112000,LA MARNE A JOINVILLE-LE-PONT 1,3,Eau,23,Eau brute,20240318180845-PC-566931,2024-04-15,10:10:00,2024-04-15,10:10:00,1301,Température de l'Eau,14.2,27,°C
469,03112000,LA MARNE A JOINVILLE-LE-PONT 1,3,Eau,23,Eau brute,20240404104513-PC-570352,2024-06-20,10:24:00,2024-06-20,10:24:00,1301,Température de l'Eau,17.8,27,°C
470,03112000,LA MARNE A JOINVILLE-LE-PONT 1,3,Eau,23,Eau brute,20240607131241-PC-575502,2024-08-12,10:41:00,2024-08-12,10:41:00,1301,Température de l'Eau,22.2,27,°C
471,03112000,LA MARNE A JOINVILLE-LE-PONT 1,3,Eau,23,Eau brute,20240808100715-PC-580004,2024-10-21,09:25:00,2024-10-21,09:25:00,1301,Température de l'Eau,14.9,27,°C
472,03112000,LA MARNE A JOINVILLE-LE-PONT 1,3,Eau,23,Eau brute,20241018150918-PC-583714,2024-12-09,12:11:00,2024-12-09,12:11:00,1301,Température de l'Eau,8.2,27,°C
473,03112000,LA MARNE A JOINVILLE-LE-PONT 1,3,Eau,23,Eau brute,20250113160938-PC-588176,2025-02-17,10:46:00,2025-02-17,10:46:00,1301,Température de l'Eau,5.9,27,°C
474,03112000,LA MARNE A JOINVILLE-LE-PONT 1,3,Eau,23,Eau brute,20250307183109-PC-591512,2025-04-15,11:19:00,2025-04-15,11:19:00,1301,Température de l'Eau,14.6,27,°C
475,03112000,LA MARNE A JOINVILLE-LE-PONT 1,3,Eau,23,Eau brute,20250507174714-PC-596543,2025-06-16,11:08:00,2025-06-16,11:08:00,1301,Température de l'Eau,21.2,27,°C
476,03112000,LA MARNE A JOINVILLE-LE-PONT 1,3,Eau,23,Eau brute,20250519115235-PC-598308,2025-08-18,10:03:00,2025-08-18,10:03:00,1301,Température de l'Eau,23.1,27,°C
477,03112000,LA MARNE A JOINVILLE-LE-PONT 1,3,Eau,23,Eau brute,20250805122802-PC-604828,2025-10-29,10:05:00,2025-10-29,10:05:00,1301,Température de l'Eau,12.3,27,°C
478,03112000,LA MARNE A JOINVILLE-LE-PONT 1,3,Eau,23,Eau brute,20251010121010-PC-609711,2025-12-11,10:50:00,2025-12-11,10:50:00,1301,Température de l'Eau,9.4,27,°C
479,03112000,LA MARNE A JOINVILLE-LE-PONT 1,3,Eau,23,Eau brute,20260113223421-PC-619703,2026-02-12,11:31:00,2026-02-12,11:31:00,1301,Température de l'Eau,8.9,27,°C
480,03112000,LA MARNE A JOINVILLE-LE-PONT 1,3,Eau,23,Eau brute,20260306145108-PC-624026,2026-04-13,10:01:00,2026-04-13,10:01:00,1301,Température de l'Eau,13.1,27,°C
481,03112258,Ru du Château,3,Eau,23,Eau brute,20240116121730-PC-562347,2023-09-04,09:30:00,2023-09-04,12:30:00,1301,Température de l'Eau,18.2,27,°C
482,03112258,Ru du Château,3,Eau,23,Eau brute,20240116121820-PC-562366,2023-07-03,09:20:00,2023-07-03,10:45:00,1301,Température de l'Eau,16.9,27,°C
483,03112258,Ru du Château,3,Eau,23,Eau brute,20240116121850-PC-562376,2023-11-06,10:15:00,2023-11-06,11:05:00,1301,Température de l'Eau,12.3,27,°C
484,03112258,Ru du Château,3,Eau,23,Eau brute,20241128161748-PC-585745,2024-02-05,09:30:00,2024-02-05,09:30:00,1301,Température de l'Eau,9.5,27,°C
485,03112258,Ru du Château,3,Eau,23,Eau brute,20241128161807-PC-585750,2024-03-04,09:30:00,2024-03-04,09:30:00,1301,Température de l'Eau,8.4,27,°C
486,03112258,Ru du Château,3,Eau,23,Eau brute,20241128161825-PC-585755,2024-05-13,09:30:00,2024-05-13,09:30:00,1301,Température de l'Eau,14.4,27,°C
487,03112258,Ru du Château,3,Eau,23,Eau brute,20241128161853-PC-585763,2024-07-22,10:10:00,2024-07-22,10:10:00,1301,Température de l'Eau,17.8,27,°C
488,03112258,Ru du Château,3,Eau,23,Eau brute,20241128161917-PC-585770,2024-09-02,09:15:00,2024-09-02,09:15:00,1301,Température de l'Eau,18.1,27,°C
489,03112258,Ru du Château,3,Eau,23,Eau brute,20241128161938-PC-585776,2024-11-04,10:55:00,2024-11-04,10:55:00,1301,Température de l'Eau,11.9,27,°C
490,03112258,Ru du Château,3,Eau,23,Eau brute,20251229092919-PC-617966,2025-02-03,09:05:00,2025-02-03,09:05:00,1301,Température de l'Eau,6.3,27,°C
491,03112258,Ru du Château,3,Eau,23,Eau brute,20251229092943-PC-617972,2025-03-06,09:45:00,2025-03-06,09:45:00,1301,Température de l'Eau,7.8,27,°C
492,03112258,Ru du Château,3,Eau,23,Eau brute,20251229093007-PC-617978,2025-05-05,10:00:00,2025-05-05,10:00:00,1301,Température de l'Eau,11.3,27,°C
493,03112258,Ru du Château,3,Eau,23,Eau brute,20251229093036-PC-617986,2025-07-07,09:15:00,2025-07-07,09:15:00,1301,Température de l'Eau,17.4,27,°C
494,03112258,Ru du Château,3,Eau,23,Eau brute,20251229093108-PC-617995,2025-09-01,09:00:00,2025-09-01,09:00:00,1301,Température de l'Eau,17.4,27,°C
495,03112258,Ru du Château,3,Eau,23,Eau brute,20251229093138-PC-618002,2025-11-03,09:50:00,2025-11-03,09:50:00,1301,Température de l'Eau,11.3,27,°C
496,03112268,Ru de la Fontaine des Bordes,3,Eau,23,Eau brute,20240116121823-PC-562367,2023-07-03,09:35:00,2023-07-03,10:45:00,1301,Température de l'Eau,16.1,27,°C
497,03112268,Ru de la Fontaine des Bordes,3,Eau,23,Eau brute,20240116121843-PC-562374,2023-09-04,10:00:00,2023-09-04,12:30:00,1301,Température de l'Eau,18.4,27,°C
498,03112268,Ru de la Fontaine des Bordes,3,Eau,23,Eau brute,20240116121853-PC-562377,2023-11-06,10:25:00,2023-11-06,11:05:00,1301,Température de l'Eau,12.4,27,°C
499,03112268,Ru de la Fontaine des Bordes,3,Eau,23,Eau brute,20241128161752-PC-585746,2024-02-05,10:00:00,2024-02-05,10:00:00,1301,Température de l'Eau,8.7,27,°C
500,03112268,Ru de la Fontaine des Bordes,3,Eau,23,Eau brute,20241128161811-PC-585751,2024-03-04,10:00:00,2024-03-04,10:00:00,1301,Température de l'Eau,8,27,°C
501,03112268,Ru de la Fontaine des Bordes,3,Eau,23,Eau brute,20241128161829-PC-585756,2024-05-13,10:10:00,2024-05-13,10:10:00,1301,Température de l'Eau,14,27,°C
502,03112268,Ru de la Fontaine des Bordes,3,Eau,23,Eau brute,20241128161857-PC-585764,2024-07-22,10:30:00,2024-07-22,10:30:00,1301,Température de l'Eau,16.8,27,°C
503,03112268,Ru de la Fontaine des Bordes,3,Eau,23,Eau brute,20241128161920-PC-585771,2024-09-02,10:00:00,2024-09-02,10:00:00,1301,Température de l'Eau,17.7,27,°C
504,03112268,Ru de la Fontaine des Bordes,3,Eau,23,Eau brute,20241128161943-PC-585777,2024-11-04,11:10:00,2024-11-04,11:10:00,1301,Température de l'Eau,11.3,27,°C
505,03112268,Ru de la Fontaine des Bordes,3,Eau,23,Eau brute,20241129093707-PC-585829,2024-07-22,10:30:00,2024-07-22,10:30:00,1301,Température de l'Eau,16.8,27,°C
506,03112268,Ru de la Fontaine des Bordes,3,Eau,23,Eau brute,20251229092923-PC-617967,2025-02-03,09:20:00,2025-02-03,09:20:00,1301,Température de l'Eau,5.9,27,°C
507,03112268,Ru de la Fontaine des Bordes,3,Eau,23,Eau brute,20251229092947-PC-617973,2025-03-06,10:00:00,2025-03-06,10:00:00,1301,Température de l'Eau,7.3,27,°C
508,03112268,Ru de la Fontaine des Bordes,3,Eau,23,Eau brute,20251229093011-PC-617979,2025-05-05,10:15:00,2025-05-05,10:15:00,1301,Température de l'Eau,10.5,27,°C
509,03112268,Ru de la Fontaine des Bordes,3,Eau,23,Eau brute,20251229093040-PC-617987,2025-07-07,10:00:00,2025-07-07,10:00:00,1301,Température de l'Eau,16.9,27,°C
510,03112268,Ru de la Fontaine des Bordes,3,Eau,23,Eau brute,20251229093112-PC-617996,2025-09-01,09:30:00,2025-09-01,09:30:00,1301,Température de l'Eau,16.4,27,°C
511,03112268,Ru de la Fontaine des Bordes,3,Eau,23,Eau brute,20251229093142-PC-618003,2025-11-03,10:10:00,2025-11-03,10:10:00,1301,Température de l'Eau,14.6,27,°C
512,03112284,LE RUISSEAU DE LA FONTAINE DE VILLIERS A NOISEAU 1,3,Eau,23,Eau brute,20240116121723-PC-562344,2023-09-04,10:30:00,2023-09-04,12:30:00,1301,Température de l'Eau,18,27,°C
513,03112284,LE RUISSEAU DE LA FONTAINE DE VILLIERS A NOISEAU 1,3,Eau,23,Eau brute,20240116121827-PC-562368,2023-07-03,09:55:00,2023-07-03,10:45:00,1301,Température de l'Eau,16.6,27,°C
514,03112284,LE RUISSEAU DE LA FONTAINE DE VILLIERS A NOISEAU 1,3,Eau,23,Eau brute,20240116121855-PC-562378,2023-11-06,10:40:00,2023-11-06,11:05:00,1301,Température de l'Eau,11.8,27,°C
515,03112284,LE RUISSEAU DE LA FONTAINE DE VILLIERS A NOISEAU 1,3,Eau,23,Eau brute,20241128161756-PC-585747,2024-02-05,10:30:00,2024-02-05,10:30:00,1301,Température de l'Eau,9.4,27,°C
516,03112284,LE RUISSEAU DE LA FONTAINE DE VILLIERS A NOISEAU 1,3,Eau,23,Eau brute,20241128161814-PC-585752,2024-03-04,10:30:00,2024-03-04,10:30:00,1301,Température de l'Eau,8.3,27,°C
517,03112284,LE RUISSEAU DE LA FONTAINE DE VILLIERS A NOISEAU 1,3,Eau,23,Eau brute,20241128161833-PC-585757,2024-05-13,11:00:00,2024-05-13,11:00:00,1301,Température de l'Eau,14.5,27,°C
518,03112284,LE RUISSEAU DE LA FONTAINE DE VILLIERS A NOISEAU 1,3,Eau,23,Eau brute,20241128161859-PC-585765,2024-07-22,10:50:00,2024-07-22,10:50:00,1301,Température de l'Eau,17.2,27,°C
519,03112284,LE RUISSEAU DE LA FONTAINE DE VILLIERS A NOISEAU 1,3,Eau,23,Eau brute,20241128161924-PC-585772,2024-09-02,10:30:00,2024-09-02,10:30:00,1301,Température de l'Eau,18.3,27,°C
520,03112284,LE RUISSEAU DE LA FONTAINE DE VILLIERS A NOISEAU 1,3,Eau,23,Eau brute,20241128161947-PC-585778,2024-11-04,11:25:00,2024-11-04,11:25:00,1301,Température de l'Eau,10.6,27,°C
521,03112284,LE RUISSEAU DE LA FONTAINE DE VILLIERS A NOISEAU 1,3,Eau,23,Eau brute,20251229092927-PC-617968,2025-02-03,09:40:00,2025-02-03,09:40:00,1301,Température de l'Eau,6,27,°C
522,03112284,LE RUISSEAU DE LA FONTAINE DE VILLIERS A NOISEAU 1,3,Eau,23,Eau brute,20251229092950-PC-617974,2025-03-06,10:15:00,2025-03-06,10:15:00,1301,Température de l'Eau,8,27,°C
523,03112284,LE RUISSEAU DE LA FONTAINE DE VILLIERS A NOISEAU 1,3,Eau,23,Eau brute,20251229093015-PC-617980,2025-05-05,10:40:00,2025-05-05,10:40:00,1301,Température de l'Eau,10.7,27,°C
524,03112284,LE RUISSEAU DE LA FONTAINE DE VILLIERS A NOISEAU 1,3,Eau,23,Eau brute,20251229093044-PC-617988,2025-07-07,10:10:00,2025-07-07,10:10:00,1301,Température de l'Eau,17,27,°C
525,03112284,LE RUISSEAU DE LA FONTAINE DE VILLIERS A NOISEAU 1,3,Eau,23,Eau brute,20251229093116-PC-617997,2025-09-01,10:00:00,2025-09-01,10:00:00,1301,Température de l'Eau,15.9,27,°C
526,03112284,LE RUISSEAU DE LA FONTAINE DE VILLIERS A NOISEAU 1,3,Eau,23,Eau brute,20251229093146-PC-618004,2025-11-03,10:30:00,2025-11-03,10:30:00,1301,Température de l'Eau,10.4,27,°C
527,03112286,LE MORBRAS A SUCY-EN-BRIE 3,3,Eau,23,Eau brute,20251229092931-PC-617969,2025-02-03,09:55:00,2025-02-03,09:55:00,1301,Température de l'Eau,4.8,27,°C
528,03112286,LE MORBRAS A SUCY-EN-BRIE 3,3,Eau,23,Eau brute,20251229092954-PC-617975,2025-03-06,11:30:00,2025-03-06,11:30:00,1301,Température de l'Eau,7.6,27,°C
529,03112286,LE MORBRAS A SUCY-EN-BRIE 3,3,Eau,23,Eau brute,20251229093019-PC-617981,2025-05-05,10:55:00,2025-05-05,10:55:00,1301,Température de l'Eau,13,27,°C
530,03112286,LE MORBRAS A SUCY-EN-BRIE 3,3,Eau,23,Eau brute,20251229093048-PC-617989,2025-07-07,11:00:00,2025-07-07,11:00:00,1301,Température de l'Eau,17.6,27,°C
531,03112286,LE MORBRAS A SUCY-EN-BRIE 3,3,Eau,23,Eau brute,20251229093120-PC-617998,2025-09-01,10:30:00,2025-09-01,10:30:00,1301,Température de l'Eau,17.5,27,°C
532,03112286,LE MORBRAS A SUCY-EN-BRIE 3,3,Eau,23,Eau brute,20251229093149-PC-618005,2025-11-03,10:55:00,2025-11-03,10:55:00,1301,Température de l'Eau,11.1,27,°C
533,03112295,LE MORBRAS A SUCY-EN-BRIE 2,3,Eau,23,Eau brute,20230621101356-PC-548501,2023-08-25,08:39:00,2023-08-25,08:39:00,1301,Température de l'Eau,21.1,27,°C
534,03112295,LE MORBRAS A SUCY-EN-BRIE 2,3,Eau,23,Eau brute,20230731171045-PC-552613,2023-10-13,12:33:00,2023-10-13,12:33:00,1301,Température de l'Eau,16.6,27,°C
535,03112295,LE MORBRAS A SUCY-EN-BRIE 2,3,Eau,23,Eau brute,20231017114618-PC-556787,2023-12-04,15:57:00,2023-12-04,15:57:00,1301,Température de l'Eau,5.9,27,°C
536,03112295,LE MORBRAS A SUCY-EN-BRIE 2,3,Eau,23,Eau brute,20240114170843-PC-562123,2024-02-22,11:20:00,2024-02-22,11:20:00,1301,Température de l'Eau,10.3,27,°C
537,03112295,LE MORBRAS A SUCY-EN-BRIE 2,3,Eau,23,Eau brute,20240318180856-PC-566932,2024-04-15,11:09:00,2024-04-15,11:09:00,1301,Température de l'Eau,13.8,27,°C
538,03112295,LE MORBRAS A SUCY-EN-BRIE 2,3,Eau,23,Eau brute,20240404104529-PC-570353,2024-06-20,10:59:00,2024-06-20,10:59:00,1301,Température de l'Eau,17.4,27,°C
539,03112295,LE MORBRAS A SUCY-EN-BRIE 2,3,Eau,23,Eau brute,20240607131256-PC-575503,2024-08-12,11:30:00,2024-08-12,11:30:00,1301,Température de l'Eau,21.5,27,°C
540,03112295,LE MORBRAS A SUCY-EN-BRIE 2,3,Eau,23,Eau brute,20240808100732-PC-580005,2024-10-21,08:45:00,2024-10-21,08:45:00,1301,Température de l'Eau,15.7,27,°C
541,03112295,LE MORBRAS A SUCY-EN-BRIE 2,3,Eau,23,Eau brute,20241018150932-PC-583715,2024-12-09,12:46:00,2024-12-09,12:46:00,1301,Température de l'Eau,8.1,27,°C
542,03112295,LE MORBRAS A SUCY-EN-BRIE 2,3,Eau,23,Eau brute,20250113160942-PC-588177,2025-02-17,11:16:00,2025-02-17,11:16:00,1301,Température de l'Eau,4.9,27,°C
543,03112295,LE MORBRAS A SUCY-EN-BRIE 2,3,Eau,23,Eau brute,20250307183111-PC-591513,2025-04-15,11:52:00,2025-04-15,11:52:00,1301,Température de l'Eau,14.1,27,°C
544,03112295,LE MORBRAS A SUCY-EN-BRIE 2,3,Eau,23,Eau brute,20250507174717-PC-596544,2025-06-16,11:55:00,2025-06-16,11:55:00,1301,Température de l'Eau,18.7,27,°C
545,03112295,LE MORBRAS A SUCY-EN-BRIE 2,3,Eau,23,Eau brute,20250519115238-PC-598309,2025-08-18,10:38:00,2025-08-18,10:38:00,1301,Température de l'Eau,18.5,27,°C
546,03112295,LE MORBRAS A SUCY-EN-BRIE 2,3,Eau,23,Eau brute,20250805122805-PC-604829,2025-10-29,10:34:00,2025-10-29,10:34:00,1301,Température de l'Eau,12.6,27,°C
547,03112295,LE MORBRAS A SUCY-EN-BRIE 2,3,Eau,23,Eau brute,20251010121012-PC-609712,2025-12-11,11:23:00,2025-12-11,11:23:00,1301,Température de l'Eau,9.9,27,°C
548,03112295,LE MORBRAS A SUCY-EN-BRIE 2,3,Eau,23,Eau brute,20260113223429-PC-619704,2026-02-12,12:05:00,2026-02-12,12:05:00,1301,Température de l'Eau,9.8,27,°C
549,03112295,LE MORBRAS A SUCY-EN-BRIE 2,3,Eau,23,Eau brute,20260306145152-PC-624027,2026-04-13,09:25:00,2026-04-13,09:25:00,1301,Température de l'Eau,10.7,27,°C
550,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20240116121725-PC-562345,2023-09-04,11:30:00,2023-09-04,12:30:00,1301,Température de l'Eau,19.1,27,°C
551,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20240116121830-PC-562369,2023-07-03,10:20:00,2023-07-03,10:45:00,1301,Température de l'Eau,18,27,°C
552,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20240116121834-PC-562370,2023-07-18,09:30:00,2023-07-18,12:35:00,1301,Température de l'Eau,17.4,27,°C
553,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20240116121836-PC-562371,2023-08-01,08:45:00,2023-08-01,12:30:00,1301,Température de l'Eau,18.6,27,°C
554,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20240116121839-PC-562372,2023-08-17,09:15:00,2023-08-17,12:10:00,1301,Température de l'Eau,20.1,27,°C
555,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20240116121841-PC-562373,2023-08-29,09:10:00,2023-08-29,12:50:00,1301,Température de l'Eau,16.2,27,°C
556,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20240116121857-PC-562379,2023-11-06,10:55:00,2023-11-06,11:05:00,1301,Température de l'Eau,11.3,27,°C
557,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20241128161759-PC-585748,2024-02-05,11:30:00,2024-02-05,11:30:00,1301,Température de l'Eau,9,27,°C
558,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20241128161818-PC-585753,2024-03-04,11:30:00,2024-03-04,11:30:00,1301,Température de l'Eau,7.6,27,°C
559,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20241128161836-PC-585758,2024-05-13,11:30:00,2024-05-13,11:30:00,1301,Température de l'Eau,16.4,27,°C
560,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20241128161840-PC-585759,2024-06-11,09:55:00,2024-06-11,09:55:00,1301,Température de l'Eau,14,27,°C
561,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20241128161843-PC-585760,2024-06-25,10:00:00,2024-06-25,10:00:00,1301,Température de l'Eau,18.6,27,°C
562,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20241128161846-PC-585761,2024-07-09,09:30:00,2024-07-09,09:30:00,1301,Température de l'Eau,17.1,27,°C
563,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20241128161903-PC-585766,2024-07-22,11:10:00,2024-07-22,11:10:00,1301,Température de l'Eau,20.3,27,°C
564,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20241128161907-PC-585767,2024-08-06,09:00:00,2024-08-06,09:00:00,1301,Température de l'Eau,19.8,27,°C
565,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20241128161910-PC-585768,2024-08-22,09:30:00,2024-08-22,09:30:00,1301,Température de l'Eau,16.8,27,°C
566,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20241128161928-PC-585773,2024-09-02,11:00:00,2024-09-02,11:00:00,1301,Température de l'Eau,13.7,27,°C
567,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20241128161932-PC-585774,2024-09-10,08:30:00,2024-09-10,08:30:00,1301,Température de l'Eau,16.3,27,°C
568,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20241128161951-PC-585779,2024-11-04,11:50:00,2024-11-04,11:50:00,1301,Température de l'Eau,10.8,27,°C
569,03112296,LE MORBRAS A SUCY-EN-BRIE 1,3,Eau,23,Eau brute,20251229092935-PC-617970,2025-02-03,10:45:00,2025-02-03,10:45:00,1301,Température de l'Eau,5,27,°C
