CD_NOM;CD_REF;CD_SUP;CD_TYPE_STATUT;LB_TYPE_STATUT;REGROUPEMENT_TYPE;CODE_STATUT;LABEL_STATUT;RQ_STATUT;CD_SIG;CD_DOC;LB_NOM;LB_AUTEUR;NOM_COMPLET_HTML;NOM_VALIDE_HTML;REGNE;PHYLUM;CLASSE;ORDRE;FAMILLE;GROUP1_INPN;GROUP2_INPN;LB_ADM_TR;NIVEAU_ADMIN;CD_ISO3166_1;CD_ISO3166_2;FULL_CITATION;DOC_URL;THEMATIQUE;TYPE_VALUE
68336;68336;194285;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED41;226349;lota lota;(Linnaeus, 1758);<i>Lota lota</i> (Linnaeus, 1758);<i>Lota lota</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Gadiformes;Lotidae;Chordés;Poissons;Loir-et-Cher;Département;;FR-41;Anonyme. 2018. <em>Liste des habitats et espèces déterminantes de la région Centre-Val de Loire</em>. DREAL Centre-Val de Loire. Fichier Excel.;http://www.centre.developpement-durable.gouv.fr/IMG/xls/tableur_des_habitats_et_especes_determinantes.xls;STATUTS;VALUE
69182;69182;191213;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED41;226349;cottus gobio;Linnaeus, 1758;<i>Cottus gobio</i> Linnaeus, 1758;<i>Cottus gobio</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Cottidae;Chordés;Poissons;Loir-et-Cher;Département;;FR-41;Anonyme. 2018. <em>Liste des habitats et espèces déterminantes de la région Centre-Val de Loire</em>. DREAL Centre-Val de Loire. Fichier Excel.;http://www.centre.developpement-durable.gouv.fr/IMG/xls/tableur_des_habitats_et_especes_determinantes.xls;STATUTS;VALUE
119860;119860;197322;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED18;226349;sagittaria sagittifolia;L., 1753;<i>Sagittaria sagittifolia</i> L., 1753;<i>Sagittaria sagittifolia</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Alismataceae;Trachéophytes;Angiospermes;Cher;Département;;FR-18;Anonyme. 2018. <em>Liste des habitats et espèces déterminantes de la région Centre-Val de Loire</em>. DREAL Centre-Val de Loire. Fichier Excel.;http://www.centre.developpement-durable.gouv.fr/IMG/xls/tableur_des_habitats_et_especes_determinantes.xls;STATUTS;VALUE
5825;5825;190026;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED18;226349;brachythecium rivulare;Schimp., 1853;<i>Brachythecium rivulare</i> Schimp., 1853;<i>Brachythecium rivulare</i> Schimp., 1853;Plantae;;Equisetopsida;Hypnales;Brachytheciaceae;Bryophytes;Mousses;Cher;Département;;FR-18;Anonyme. 2018. <em>Liste des habitats et espèces déterminantes de la région Centre-Val de Loire</em>. DREAL Centre-Val de Loire. Fichier Excel.;http://www.centre.developpement-durable.gouv.fr/IMG/xls/tableur_des_habitats_et_especes_determinantes.xls;STATUTS;VALUE
124407;124407;197775;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;Espèce déterminante uniquement dans le département de la Charente-Maritime (17);INSEED17;74628;sparganium emersum;Rehmann, 1871;<i>Sparganium emersum</i> Rehmann, 1871;<i>Sparganium emersum</i> Rehmann, 1871;Plantae;;Equisetopsida;Poales;Typhaceae;Trachéophytes;Angiospermes;Charente-Maritime;Département;;FR-17;Anonyme. 2004. <i>Liste des espèces végétales déterminantes en Poitou-Charentes</i>. 14 pp.;;STATUTS;VALUE
67104;67104;188934;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEER31;154307;alburnoides bipunctatus;(Bloch, 1782);<i>Alburnoides bipunctatus</i> (Bloch, 1782);<i>Alburnoides bipunctatus</i> (Bloch, 1782);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons;Nord-Pas-de-Calais;Ancienne région;;FR-O;Anonyme. 2015. <em>Liste des espèces déterminantes ZNIEFF du Nord-Pas-de-Calais, Faune</em>. fichier excel.;;STATUTS;VALUE
115296;115296;196613;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED77;216209;potamogeton perfoliatus;L., 1753;<i>Potamogeton perfoliatus</i> L., 1753;<i>Potamogeton perfoliatus</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Potamogetonaceae;Trachéophytes;Angiospermes;Seine-et-Marne;Département;;FR-77;Anonyme. 2018. <em>Liste des espèces déterminantes ZNIEFF d'Ile de France</em>. Fichier Excel.;;STATUTS;VALUE
67778;67772;;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED95;216209;salmo trutta fario;Linnaeus, 1758;<i>Salmo trutta fario</i> Linnaeus, 1758;<i>Salmo trutta</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Chordés;Poissons;Val-d'Oise;Département;;FR-95;Anonyme. 2018. <em>Liste des espèces déterminantes ZNIEFF d'Ile de France</em>. Fichier Excel.;;STATUTS;VALUE
67606;67606;192348;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED78;216209;esox lucius;Linnaeus, 1758;<i>Esox lucius</i> Linnaeus, 1758;<i>Esox lucius</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Esociformes;Esocidae;Chordés;Poissons;Yvelines;Département;;FR-78;Anonyme. 2018. <em>Liste des espèces déterminantes ZNIEFF d'Ile de France</em>. Fichier Excel.;;STATUTS;VALUE
66832;66832;970642;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED91;216209;anguilla anguilla;(Linnaeus, 1758);<i>Anguilla anguilla</i> (Linnaeus, 1758);<i>Anguilla anguilla</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Anguilliformes;Anguillidae;Chordés;Poissons;Essonne;Département;;FR-91;Anonyme. 2018. <em>Liste des espèces déterminantes ZNIEFF d'Ile de France</em>. Fichier Excel.;;STATUTS;VALUE
67206;67206;190332;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Non déterminante;Continentale - Plaine rhodanienne : Déterminante;Alpine : Non déterminante;Méditerranéenne : Non déterminante";INSEED01;319830;carassius carassius;(Linnaeus, 1758);<i>Carassius carassius</i> (Linnaeus, 1758);<i>Carassius carassius</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Chordés;Poissons;Ain;Département;;FR-01;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
67206;67206;190332;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Non déterminante;Continentale - Plaine rhodanienne : Déterminante;Alpine : Non déterminante;Méditerranéenne : Non déterminante";INSEED26;319830;carassius carassius;(Linnaeus, 1758);<i>Carassius carassius</i> (Linnaeus, 1758);<i>Carassius carassius</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Chordés;Poissons;Drôme;Département;;FR-26;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
115296;115296;196613;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Déterminante;Continentale - Plaine rhodanienne : Non déterminante;Alpine : Non déterminante;Méditerranéenne : Non déterminante";INSEED43;319830;potamogeton perfoliatus;L., 1753;<i>Potamogeton perfoliatus</i> L., 1753;<i>Potamogeton perfoliatus</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Potamogetonaceae;Trachéophytes;Angiospermes;Haute-Loire;Département;;FR-43;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
66832;66832;970642;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Déterminante;Continentale - Plaine rhodanienne : Non déterminante;Alpine : Non déterminante;Méditerranéenne : Non déterminante";INSEED63;319830;anguilla anguilla;(Linnaeus, 1758);<i>Anguilla anguilla</i> (Linnaeus, 1758);<i>Anguilla anguilla</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Anguilliformes;Anguillidae;Chordés;Poissons;Puy-de-Dôme;Département;;FR-63;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
109213;109213;931831;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Non déterminante;Continentale - Plaine rhodanienne : Déterminante;Alpine : Déterminante;Méditerranéenne : Non déterminante";INSEED73;319830;najas marina;L., 1753;<i>Najas marina</i> L., 1753;<i>Najas marina</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Hydrocharitaceae;Trachéophytes;Angiospermes;Savoie;Département;;FR-73;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
124407;124407;197775;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Non déterminante;Continentale - Plaine rhodanienne : Déterminante;Alpine : Déterminante;Méditerranéenne : Non déterminante";INSEED73;319830;sparganium emersum;Rehmann, 1871;<i>Sparganium emersum</i> Rehmann, 1871;<i>Sparganium emersum</i> Rehmann, 1871;Plantae;;Equisetopsida;Poales;Typhaceae;Trachéophytes;Angiospermes;Savoie;Département;;FR-73;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
5390;5390;190841;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;Déterminant Zone Méditerranéenne;INSEED32;384182;cinclidotus riparius;(Host ex Brid.) Arn., 1827;<i>Cinclidotus riparius</i> (Host ex Brid.) Arn., 1827;<i>Cinclidotus riparius</i> (Host ex Brid.) Arn., 1827;Plantae;;Equisetopsida;Dicranales;Pottiaceae;Bryophytes;Mousses;Gers;Département;;FR-32;Anonyme. 2021. <em>Liste des espèces déterminantes ZNIEFF de la région Occitanie</em>. Fichier zip.;;STATUTS;VALUE
115296;115296;196613;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED58;435347;potamogeton perfoliatus;L., 1753;<i>Potamogeton perfoliatus</i> L., 1753;<i>Potamogeton perfoliatus</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Potamogetonaceae;Trachéophytes;Angiospermes;Nièvre;Département;;FR-58;"Bailly, G. (coord.), Bardet, O., Ferrez, Y., André, M., Berrod, L., Hennequin, C., Piguet, A. &amp; Vergon-Trivaudey, M.-J. 2021. <em>Liste des espèces vasculaires déterminantes ZNIEFF pour la région Bourgogne-Franche-Comté. Note de restitution.</em> Conservatoire botanique national de Franche-Comté - Observatoire régional des Invertébrés et Conservatoire Botanique du Bassin Parisien. 8 pp.";;STATUTS;VALUE
434079;434079;195339;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED32;384182;fissidens fontanus;(Bach.Pyl.) Steud., 1824;<i>Fissidens fontanus</i> (Bach.Pyl.) Steud., 1824;<i>Fissidens fontanus</i> (Bach.Pyl.) Steud., 1824;Plantae;;Equisetopsida;Dicranales;Fissidentaceae;Bryophytes;Mousses;Gers;Département;;FR-32;Anonyme. 2021. <em>Liste des espèces déterminantes ZNIEFF de la région Occitanie</em>. Fichier zip.;;STATUTS;VALUE
67606;67606;192348;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED80;394259;esox lucius;Linnaeus, 1758;<i>Esox lucius</i> Linnaeus, 1758;<i>Esox lucius</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Esociformes;Esocidae;Chordés;Poissons;Somme;Département;;FR-80;Lebrun, J. 2018. <em>Mise à jour des listes d’espèces déterminantes à l’inventaire ZNIEFF – Volet Faune – Territoire de l’ex Picardie - Version 2</em>. CEN Picardie. 26 pp.;;STATUTS;VALUE
104155;104155;193689;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;Tendance: Taxons indigènes (I, I?, X, X?) dans le territoire évalué, de rareté égale à PC et dont la tendance (taux d’évolution) est égale à R, R?, S ou S?.. . . . ;INSEED80;324909;juncus compressus;Jacq., 1762;<i>Juncus compressus</i> Jacq., 1762;<i>Juncus compressus</i> Jacq., 1762;Plantae;;Equisetopsida;Poales;Juncaceae;Trachéophytes;Angiospermes;Somme;Département;;FR-80;Desse, A. 2019. <em>Liste des plantes vasculaires (Ptéridophytes et Spermatophytes) citées dans les Hauts-de-France (02, 59, 60, 62, 80) et en Normandie orientale (27, 76). Référentiel taxonomique et référentiel des statuts des plantes vasculaires de DIGITALE</em>. Version 3.1c. Fichier Excel.;;STATUTS;VALUE
5437;5437;433841;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;Taxons indigènes (I, I?, X, X?) et de rareté comprise entre AR? et D dans le territoire évalué.. Taxons indigènes (I, I?, X, X?) dans le territoire évalué, de rareté égale à PC et dont la tendance (taux d’évolution) est égale à R, R?, S ou S?.. ;INSEED62;324929;hygroamblystegium fluviatile;(Hedw.) Loeske, 1903;<i>Hygroamblystegium fluviatile</i> (Hedw.) Loeske, 1903;<i>Hygroamblystegium fluviatile</i> (Hedw.) Loeske, 1903;Plantae;;Equisetopsida;Hypnales;Amblystegiaceae;Bryophytes;Mousses;Pas-de-Calais;Département;;FR-62;Desse, A. 2019.<em> Liste des bryophytes (mousses, hépatiques et anthocérotes) citées dans les Hauts-de-France (02, 59, 60, 62, 80) et en Normandie orientale (27, 76). Référentiel taxonomique et référentiel des statuts des plantes vasculaires de DIGITALE. Version 3.1b</em>. Fichier Excel.;;STATUTS;VALUE
124407;124407;197775;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;Tendance: Taxons indigènes (I, I?, X, X?) dans le territoire évalué, de rareté égale à PC et dont la tendance (taux d’évolution) est égale à R, R?, S ou S?.. . . . ;INSEED60;324909;sparganium emersum;Rehmann, 1871;<i>Sparganium emersum</i> Rehmann, 1871;<i>Sparganium emersum</i> Rehmann, 1871;Plantae;;Equisetopsida;Poales;Typhaceae;Trachéophytes;Angiospermes;Oise;Département;;FR-60;Desse, A. 2019. <em>Liste des plantes vasculaires (Ptéridophytes et Spermatophytes) citées dans les Hauts-de-France (02, 59, 60, 62, 80) et en Normandie orientale (27, 76). Référentiel taxonomique et référentiel des statuts des plantes vasculaires de DIGITALE</em>. Version 3.1c. Fichier Excel.;;STATUTS;VALUE
109213;109213;931831;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEER53;74721;najas marina;L., 1753;<i>Najas marina</i> L., 1753;<i>Najas marina</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Hydrocharitaceae;Trachéophytes;Angiospermes;Bretagne;Région;;FR-BRE;Anonyme. 2004. <em>Liste des espèces déterminantes pour la désignation des ZNIEFF. Validée par le CSRPN de Bretagne</em>. 16 pp.;;STATUTS;VALUE
115296;115296;196613;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEER23;74481;potamogeton perfoliatus;L., 1753;<i>Potamogeton perfoliatus</i> L., 1753;<i>Potamogeton perfoliatus</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Potamogetonaceae;Trachéophytes;Angiospermes;Haute-Normandie;Ancienne région;;FR-Q;Anonyme. 2013. <i>Liste des espèces déterminantes ZNIEFF de Haute-Normandie</i>. Plantes vasculaires: Collectif Botanique de Haute-Normandie et CRP/CBN de Bailleul, Milieux: Conservatoire des Sites Naturels de Haute-Normandie et naturalistes, Mycota (Champignons): J.-C. Malaval, Oiseaux: Groupe Ornithologique Normand (GONm) et Ligue de Protection des Oiseaux (LPO) de Haute-Normandie, Mammifères: Groupe Mammalogique Normand (GMN), Lépidoptères: Association Entomologique d'Evreux (AEE), Odonates: Conservatoire des Sites Naturels de Haute-Normandie et naturalistes, Orthoptères: P. Stallegger, Batraciens et Reptiles: Conservatoire des Sites Naturels de Haute-Normandie, P.-O. Cochard et naturalistes. DIREN Haute-Normandie. Fichier Excel.;;STATUTS;VALUE
5437;5437;433841;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;Alpine,Méditerranéenne;INSEED63;403678;hygroamblystegium fluviatile;(Hedw.) Loeske, 1903;<i>Hygroamblystegium fluviatile</i> (Hedw.) Loeske, 1903;<i>Hygroamblystegium fluviatile</i> (Hedw.) Loeske, 1903;Plantae;;Equisetopsida;Hypnales;Amblystegiaceae;Bryophytes;Mousses;Puy-de-Dôme;Département;;FR-63;"Legland, T., Celle, J. &amp; Pache, G. 2020 . <em>Etablissement des listes de bryophytes déterminantes des ZNIEFF de la région Auvergne-Rhône-Alpes. Zones biogéographiques alpine et continentale de la plaine rhodanienne</em>. Conservatoire botanique national Alpin, Conservatoire botanique national du Massif central. Direction Régionale de l’Environnement, de l’Aménagement et du Logement Auvergne-Rhône-Alpes. 13 pp. + annexes.";;STATUTS;VALUE
434079;434079;195339;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;Continentale – Plaine rhodanienne,Méditerranéenne;INSEED42;403678;fissidens fontanus;(Bach.Pyl.) Steud., 1824;<i>Fissidens fontanus</i> (Bach.Pyl.) Steud., 1824;<i>Fissidens fontanus</i> (Bach.Pyl.) Steud., 1824;Plantae;;Equisetopsida;Dicranales;Fissidentaceae;Bryophytes;Mousses;Loire;Département;;FR-42;"Legland, T., Celle, J. &amp; Pache, G. 2020 . <em>Etablissement des listes de bryophytes déterminantes des ZNIEFF de la région Auvergne-Rhône-Alpes. Zones biogéographiques alpine et continentale de la plaine rhodanienne</em>. Conservatoire botanique national Alpin, Conservatoire botanique national du Massif central. Direction Régionale de l’Environnement, de l’Aménagement et du Logement Auvergne-Rhône-Alpes. 13 pp. + annexes.";;STATUTS;VALUE
5385;5385;190841;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Déterminante;Méditerranéenne : Déterminante";INSEED03;319830;cinclidotus danubicus;Schiffn. & Baumgartner, 1906;<i>Cinclidotus danubicus</i> Schiffn. & Baumgartner, 1906;<i>Cinclidotus danubicus</i> Schiffn. & Baumgartner, 1906;Plantae;;Equisetopsida;Dicranales;Pottiaceae;Bryophytes;Mousses;Allier;Département;;FR-03;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
67606;67606;192348;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Déterminante;Continentale - Plaine rhodanienne : Déterminante (pour les populations remarquables);Alpine : Déterminante (pour les populations remarquables);Méditerranéenne : Déterminante (pour les populations remarquables)";INSEED42;319830;esox lucius;Linnaeus, 1758;<i>Esox lucius</i> Linnaeus, 1758;<i>Esox lucius</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Esociformes;Esocidae;Chordés;Poissons;Loire;Département;;FR-42;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
67286;67286;194070;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEER31;154307;leucaspius delineatus;(Heckel, 1843);<i>Leucaspius delineatus</i> (Heckel, 1843);<i>Leucaspius delineatus</i> (Heckel, 1843);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons;Nord-Pas-de-Calais;Ancienne région;;FR-O;Anonyme. 2015. <em>Liste des espèces déterminantes ZNIEFF du Nord-Pas-de-Calais, Faune</em>. fichier excel.;;STATUTS;VALUE
104155;104155;193689;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEER22;125722;juncus compressus;Jacq., 1762;<i>Juncus compressus</i> Jacq., 1762;<i>Juncus compressus</i> Jacq., 1762;Plantae;;Equisetopsida;Poales;Juncaceae;Trachéophytes;Angiospermes;Picardie;Ancienne région;;FR-S;"Bertrand, A., Durand, C., Brustel, H., Thomas, J. &amp; Flipo, S. 2004. <em>Annexe 1 bis : Listes préliminaires d’espèces et cortèges de faune déterminants - Modernisation des Znieff en Midi-Pyrénées. DIRENmp / CBP-CBNmp / CREN MP</em>. 117 pp.";;STATUTS;VALUE
109213;109213;931831;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEER54;74628;najas marina;L., 1753;<i>Najas marina</i> L., 1753;<i>Najas marina</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Hydrocharitaceae;Trachéophytes;Angiospermes;Poitou-Charentes;Ancienne région;;FR-T;Anonyme. 2004. <i>Liste des espèces végétales déterminantes en Poitou-Charentes</i>. 14 pp.;;STATUTS;VALUE
66832;66832;970642;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED36;226349;anguilla anguilla;(Linnaeus, 1758);<i>Anguilla anguilla</i> (Linnaeus, 1758);<i>Anguilla anguilla</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Anguilliformes;Anguillidae;Chordés;Poissons;Indre;Département;;FR-36;Anonyme. 2018. <em>Liste des habitats et espèces déterminantes de la région Centre-Val de Loire</em>. DREAL Centre-Val de Loire. Fichier Excel.;http://www.centre.developpement-durable.gouv.fr/IMG/xls/tableur_des_habitats_et_especes_determinantes.xls;STATUTS;VALUE
67606;67606;192348;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED45;226349;esox lucius;Linnaeus, 1758;<i>Esox lucius</i> Linnaeus, 1758;<i>Esox lucius</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Esociformes;Esocidae;Chordés;Poissons;Loiret;Département;;FR-45;Anonyme. 2018. <em>Liste des habitats et espèces déterminantes de la région Centre-Val de Loire</em>. DREAL Centre-Val de Loire. Fichier Excel.;http://www.centre.developpement-durable.gouv.fr/IMG/xls/tableur_des_habitats_et_especes_determinantes.xls;STATUTS;VALUE
90208;90208;190503;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Non déterminante;Continentale - Plaine rhodanienne : Non déterminante;Alpine : Déterminante;Méditerranéenne : Non déterminante";INSEED74;319830;ceratophyllum demersum;L., 1753;<i>Ceratophyllum demersum</i> L., 1753;<i>Ceratophyllum demersum</i> L., 1753;Plantae;;Equisetopsida;Ceratophyllales;Ceratophyllaceae;Trachéophytes;Angiospermes;Haute-Savoie;Département;;FR-74;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
109732;109732;195292;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Non déterminante;Continentale - Plaine rhodanienne : Non déterminante;Alpine : Déterminante;Méditerranéenne : Non déterminante";INSEED73;319830;nuphar lutea;(L.) Sm., 1809;<i>Nuphar lutea</i> (L.) Sm., 1809;<i>Nuphar lutea</i> (L.) Sm., 1809;Plantae;;Equisetopsida;Nymphaeales;Nymphaeaceae;Trachéophytes;Angiospermes;Savoie;Département;;FR-73;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
67778;67772;;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED93;216209;salmo trutta fario;Linnaeus, 1758;<i>Salmo trutta fario</i> Linnaeus, 1758;<i>Salmo trutta</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Chordés;Poissons;Seine-Saint-Denis;Département;;FR-93;Anonyme. 2018. <em>Liste des espèces déterminantes ZNIEFF d'Ile de France</em>. Fichier Excel.;;STATUTS;VALUE
434079;434079;195339;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Non déterminante;Méditerranéenne : Déterminante";INSEED38;319830;fissidens fontanus;(Bach.Pyl.) Steud., 1824;<i>Fissidens fontanus</i> (Bach.Pyl.) Steud., 1824;<i>Fissidens fontanus</i> (Bach.Pyl.) Steud., 1824;Plantae;;Equisetopsida;Dicranales;Fissidentaceae;Bryophytes;Mousses;Isère;Département;;FR-38;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
434079;434079;195339;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Non déterminante;Méditerranéenne : Déterminante";INSEED74;319830;fissidens fontanus;(Bach.Pyl.) Steud., 1824;<i>Fissidens fontanus</i> (Bach.Pyl.) Steud., 1824;<i>Fissidens fontanus</i> (Bach.Pyl.) Steud., 1824;Plantae;;Equisetopsida;Dicranales;Fissidentaceae;Bryophytes;Mousses;Haute-Savoie;Département;;FR-74;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
85798;85798;189851;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Déterminante;Continentale - Plaine rhodanienne : Non déterminante;Alpine : Non déterminante;Méditerranéenne : Non déterminante";INSEED69;319830;berula erecta;(Huds.) Coville, 1893;<i>Berula erecta</i> (Huds.) Coville, 1893;<i>Berula erecta</i> (Huds.) Coville, 1893;Plantae;;Equisetopsida;Apiales;Apiaceae;Trachéophytes;Angiospermes;Rhône;Département;;FR-69;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
