CD_NOM;CD_REF;CD_SUP;CD_TYPE_STATUT;LB_TYPE_STATUT;REGROUPEMENT_TYPE;CODE_STATUT;LABEL_STATUT;RQ_STATUT;CD_SIG;CD_DOC;LB_NOM;LB_AUTEUR;NOM_COMPLET_HTML;NOM_VALIDE_HTML;REGNE;PHYLUM;CLASSE;ORDRE;FAMILLE;GROUP1_INPN;GROUP2_INPN;LB_ADM_TR;NIVEAU_ADMIN;CD_ISO3166_1;CD_ISO3166_2;FULL_CITATION;DOC_URL;THEMATIQUE;TYPE_VALUE
81263;81263;188962;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED23;394554;alisma lanceolatum;With., 1796;<i>Alisma lanceolatum</i> With., 1796;<i>Alisma lanceolatum</i> With., 1796;Plantae;;Equisetopsida;Alismatales;Alismataceae;Trachéophytes;Angiospermes;Creuse;Département;;FR-23;"Abadie, J.-C., Nawrot, O., Vial, T., Caze, G. &amp; Hamdi, E. 2019. <em>Liste des espèces déterminantes ZNIEFF de la flore vasculaire de Nouvelle-Aquitaine</em>. CBN Sud-Atlantique, CBN du Massif central, CBN des Pyrénées et de Midi-Pyrénées. 108 pp. + annexes.";;STATUTS;VALUE
5385;5385;190841;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Déterminante;Méditerranéenne : Déterminante";INSEED43;319830;cinclidotus danubicus;Schiffn. & Baumgartner, 1906;<i>Cinclidotus danubicus</i> Schiffn. & Baumgartner, 1906;<i>Cinclidotus danubicus</i> Schiffn. & Baumgartner, 1906;Plantae;;Equisetopsida;Dicranales;Pottiaceae;Bryophytes;Mousses;Haute-Loire;Département;;FR-43;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
85798;85798;189851;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED23;394554;berula erecta;(Huds.) Coville, 1893;<i>Berula erecta</i> (Huds.) Coville, 1893;<i>Berula erecta</i> (Huds.) Coville, 1893;Plantae;;Equisetopsida;Apiales;Apiaceae;Trachéophytes;Angiospermes;Creuse;Département;;FR-23;"Abadie, J.-C., Nawrot, O., Vial, T., Caze, G. &amp; Hamdi, E. 2019. <em>Liste des espèces déterminantes ZNIEFF de la flore vasculaire de Nouvelle-Aquitaine</em>. CBN Sud-Atlantique, CBN du Massif central, CBN des Pyrénées et de Midi-Pyrénées. 108 pp. + annexes.";;STATUTS;VALUE
5385;5385;190841;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;Continentale – Massif central,Méditerranéenne;INSEED43;403678;cinclidotus danubicus;Schiffn. & Baumgartner, 1906;<i>Cinclidotus danubicus</i> Schiffn. & Baumgartner, 1906;<i>Cinclidotus danubicus</i> Schiffn. & Baumgartner, 1906;Plantae;;Equisetopsida;Dicranales;Pottiaceae;Bryophytes;Mousses;Haute-Loire;Département;;FR-43;"Legland, T., Celle, J. &amp; Pache, G. 2020 . <em>Etablissement des listes de bryophytes déterminantes des ZNIEFF de la région Auvergne-Rhône-Alpes. Zones biogéographiques alpine et continentale de la plaine rhodanienne</em>. Conservatoire botanique national Alpin, Conservatoire botanique national du Massif central. Direction Régionale de l’Environnement, de l’Aménagement et du Logement Auvergne-Rhône-Alpes. 13 pp. + annexes.";;STATUTS;VALUE
68336;68336;194285;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED78;216209;lota lota;(Linnaeus, 1758);<i>Lota lota</i> (Linnaeus, 1758);<i>Lota lota</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Gadiformes;Lotidae;Chordés;Poissons;Yvelines;Département;;FR-78;Anonyme. 2018. <em>Liste des espèces déterminantes ZNIEFF d'Ile de France</em>. Fichier Excel.;;STATUTS;VALUE
115296;115296;196613;SENSREG;Sensibilité régionale;SENSIBILITE;1;Département, maille 10 x 10 km, espace, commune, ZNIEFF;;INSEER32;383720;potamogeton perfoliatus;L., 1753;<i>Potamogeton perfoliatus</i> L., 1753;<i>Potamogeton perfoliatus</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Potamogetonaceae;Trachéophytes;Angiospermes;Hauts-de-France;Région;;FR-HDF;"Kotwica, G. &amp; Raevel, V. 2020. <em>Référentiel de données sensibles occurrence de taxons - Feuille de route Hauts-de-France</em>. DREAL Hauts de France. 31 pp.";https://inpn.mnhn.fr/docs-web/docs/download/383720;STATUTS;VALUE
67506;67506;190975;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED18;226349;cobitis taenia;Linnaeus, 1758;<i>Cobitis taenia</i> Linnaeus, 1758;<i>Cobitis taenia</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Cypriniformes;Cobitidae;Chordés;Poissons;Cher;Département;;FR-18;Anonyme. 2018. <em>Liste des habitats et espèces déterminantes de la région Centre-Val de Loire</em>. DREAL Centre-Val de Loire. Fichier Excel.;http://www.centre.developpement-durable.gouv.fr/IMG/xls/tableur_des_habitats_et_especes_determinantes.xls;STATUTS;VALUE
67778;67772;;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED41;226349;salmo trutta fario;Linnaeus, 1758;<i>Salmo trutta fario</i> Linnaeus, 1758;<i>Salmo trutta</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Chordés;Poissons;Loir-et-Cher;Département;;FR-41;Anonyme. 2018. <em>Liste des habitats et espèces déterminantes de la région Centre-Val de Loire</em>. DREAL Centre-Val de Loire. Fichier Excel.;http://www.centre.developpement-durable.gouv.fr/IMG/xls/tableur_des_habitats_et_especes_determinantes.xls;STATUTS;VALUE
128504;128504;198853;REGLII;Interdiction d'introduction;Réglementation;MAREVJ;prévention de l'introduction et de la propagation des espèces végétales exotiques envahissantes sur le territoire de la Martinique : Annexe 1;;TER972;300221;vallisneria spiralis;L., 1753;<i>Vallisneria spiralis</i> L., 1753;<i>Vallisneria spiralis</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Hydrocharitaceae;Trachéophytes;Angiospermes;Martinique;Territoire;MTQ;FR-MQ;Arrêté du 9 août 2019 relatif à la prévention de l'introduction et de la propagation des espèces végétales exotiques envahissantes sur le territoire de la Martinique - interdiction de toutes activités portant sur des spécimens vivants.;https://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000039126771;STATUTS;VALUE
121556;121556;197468;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEER42;147750;schoenoplectus triqueter;(L.) Palla, 1888;<i>Schoenoplectus triqueter</i> (L.) Palla, 1888;<i>Schoenoplectus triqueter</i> (L.) Palla, 1888;Plantae;;Equisetopsida;Poales;Cyperaceae;Trachéophytes;Angiospermes;Alsace;Ancienne région;;FR-A;Anonyme. 2013. <em>Liste des espèces terrestres déterminantes ZNIEFF d'Alsace</em>. fichier excel.;;STATUTS;VALUE
5385;5385;190841;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;Continentale – Massif central,Méditerranéenne;INSEED26;403678;cinclidotus danubicus;Schiffn. & Baumgartner, 1906;<i>Cinclidotus danubicus</i> Schiffn. & Baumgartner, 1906;<i>Cinclidotus danubicus</i> Schiffn. & Baumgartner, 1906;Plantae;;Equisetopsida;Dicranales;Pottiaceae;Bryophytes;Mousses;Drôme;Département;;FR-26;"Legland, T., Celle, J. &amp; Pache, G. 2020 . <em>Etablissement des listes de bryophytes déterminantes des ZNIEFF de la région Auvergne-Rhône-Alpes. Zones biogéographiques alpine et continentale de la plaine rhodanienne</em>. Conservatoire botanique national Alpin, Conservatoire botanique national du Massif central. Direction Régionale de l’Environnement, de l’Aménagement et du Logement Auvergne-Rhône-Alpes. 13 pp. + annexes.";;STATUTS;VALUE
67206;67206;190332;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Non déterminante;Continentale - Plaine rhodanienne : Déterminante;Alpine : Non déterminante;Méditerranéenne : Non déterminante";INSEED07;319830;carassius carassius;(Linnaeus, 1758);<i>Carassius carassius</i> (Linnaeus, 1758);<i>Carassius carassius</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Chordés;Poissons;Ardèche;Département;;FR-07;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
5385;5385;190841;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Déterminante;Méditerranéenne : Déterminante";INSEED01;319830;cinclidotus danubicus;Schiffn. & Baumgartner, 1906;<i>Cinclidotus danubicus</i> Schiffn. & Baumgartner, 1906;<i>Cinclidotus danubicus</i> Schiffn. & Baumgartner, 1906;Plantae;;Equisetopsida;Dicranales;Pottiaceae;Bryophytes;Mousses;Ain;Département;;FR-01;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
67506;67506;190975;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED36;226349;cobitis taenia;Linnaeus, 1758;<i>Cobitis taenia</i> Linnaeus, 1758;<i>Cobitis taenia</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Cypriniformes;Cobitidae;Chordés;Poissons;Indre;Département;;FR-36;Anonyme. 2018. <em>Liste des habitats et espèces déterminantes de la région Centre-Val de Loire</em>. DREAL Centre-Val de Loire. Fichier Excel.;http://www.centre.developpement-durable.gouv.fr/IMG/xls/tableur_des_habitats_et_especes_determinantes.xls;STATUTS;VALUE
627578;627578;195232;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;Déterminant Massif Central;INSEED66;384182;nitella mucronata;(A.Braun) Miq., 1840;<i>Nitella mucronata</i> (A.Braun) Miq., 1840;<i>Nitella mucronata</i> (A.Braun) Miq., 1840;Plantae;Charophyta;Charophyceae;Charales;Characeae;Algues;Chlorophytes et Charophytes;Pyrénées-Orientales;Département;;FR-66;Anonyme. 2021. <em>Liste des espèces déterminantes ZNIEFF de la région Occitanie</em>. Fichier zip.;;STATUTS;VALUE
434079;434079;195339;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Non déterminante;Méditerranéenne : Déterminante";INSEED01;319830;fissidens fontanus;(Bach.Pyl.) Steud., 1824;<i>Fissidens fontanus</i> (Bach.Pyl.) Steud., 1824;<i>Fissidens fontanus</i> (Bach.Pyl.) Steud., 1824;Plantae;;Equisetopsida;Dicranales;Fissidentaceae;Bryophytes;Mousses;Ain;Département;;FR-01;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
67606;67606;192348;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEER31;154307;esox lucius;Linnaeus, 1758;<i>Esox lucius</i> Linnaeus, 1758;<i>Esox lucius</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Esociformes;Esocidae;Chordés;Poissons;Nord-Pas-de-Calais;Ancienne région;;FR-O;Anonyme. 2015. <em>Liste des espèces déterminantes ZNIEFF du Nord-Pas-de-Calais, Faune</em>. fichier excel.;;STATUTS;VALUE
5437;5437;433841;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;2 en plaine;INSEER41;147368;hygroamblystegium fluviatile;(Hedw.) Loeske, 1903;<i>Hygroamblystegium fluviatile</i> (Hedw.) Loeske, 1903;<i>Hygroamblystegium fluviatile</i> (Hedw.) Loeske, 1903;Plantae;;Equisetopsida;Hypnales;Amblystegiaceae;Bryophytes;Mousses;Lorraine;Ancienne région;;FR-M;Anonyme. 2013. <em>Liste des espèces patrimoniales de Lorraine. Déterminance ZNIEFF. Correspondances entre Corine Biotope et code Directive Habitats Faune Flore</em>. fichier excel.;;STATUTS;VALUE
68336;68336;194285;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED60;394259;lota lota;(Linnaeus, 1758);<i>Lota lota</i> (Linnaeus, 1758);<i>Lota lota</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Gadiformes;Lotidae;Chordés;Poissons;Oise;Département;;FR-60;Lebrun, J. 2018. <em>Mise à jour des listes d’espèces déterminantes à l’inventaire ZNIEFF – Volet Faune – Territoire de l’ex Picardie - Version 2</em>. CEN Picardie. 26 pp.;;STATUTS;VALUE
66832;66832;970642;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED34;384182;anguilla anguilla;(Linnaeus, 1758);<i>Anguilla anguilla</i> (Linnaeus, 1758);<i>Anguilla anguilla</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Anguilliformes;Anguillidae;Chordés;Poissons;Hérault;Département;;FR-34;Anonyme. 2021. <em>Liste des espèces déterminantes ZNIEFF de la région Occitanie</em>. Fichier zip.;;STATUTS;VALUE
5386;5386;190841;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEER41;147368;cinclidotus fontinaloides;(Hedw.) P.Beauv., 1805;<i>Cinclidotus fontinaloides</i> (Hedw.) P.Beauv., 1805;<i>Cinclidotus fontinaloides</i> (Hedw.) P.Beauv., 1805;Plantae;;Equisetopsida;Dicranales;Pottiaceae;Bryophytes;Mousses;Lorraine;Ancienne région;;FR-M;Anonyme. 2013. <em>Liste des espèces patrimoniales de Lorraine. Déterminance ZNIEFF. Correspondances entre Corine Biotope et code Directive Habitats Faune Flore</em>. fichier excel.;;STATUTS;VALUE
68336;68336;194285;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEER31;154307;lota lota;(Linnaeus, 1758);<i>Lota lota</i> (Linnaeus, 1758);<i>Lota lota</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Gadiformes;Lotidae;Chordés;Poissons;Nord-Pas-de-Calais;Ancienne région;;FR-O;Anonyme. 2015. <em>Liste des espèces déterminantes ZNIEFF du Nord-Pas-de-Calais, Faune</em>. fichier excel.;;STATUTS;VALUE
69338;69338;193985;REGLII;Interdiction d'introduction;Réglementation;REUEAJ;Arrêté du 28 juin 2021 relatif à la prévention de l'introduction et de la propagation des espèces animales exotiques envahissantes sur le territoire de La Réunion : Annexe 1;;TER974;386390;lepomis gibbosus;(Linnaeus, 1758);<i>Lepomis gibbosus</i> (Linnaeus, 1758);<i>Lepomis gibbosus</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Perciformes;Centrarchidae;Chordés;Poissons;Réunion;Territoire;REU;FR-RE;"Arrêté du 28 juin 2021 relatif à la prévention de l'introduction et de la propagation des espèces animales exotiques envahissantes sur le territoire de La Réunion - interdiction de toutes activités portant sur des spécimens vivants [JORF n°0174 du 29 juillet 2021, Texte n° 2].&nbsp;";https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000043868035;STATUTS;VALUE
109150;109150;195012;REGLII;Interdiction d'introduction;Réglementation;NCONVCS2;Liste des organismes nuisibles dont l’introduction est interdite en Nouvelle-Calédonie : Article 1;(aquaticum, heterophyllum);INSEET988;645;myriophyllum spicatum;L., 1753;<i>Myriophyllum spicatum</i> L., 1753;<i>Myriophyllum spicatum</i> L., 1753;Plantae;;Equisetopsida;Saxifragales;Haloragaceae;Trachéophytes;Angiospermes;Nouvelle-Calédonie;Collectivité d'outre-mer;NCL;FR-NC;Délibération du Congrès n° 112/CP du 18 octobre 1996 relative au contrôle sanitaire des végétaux ou produits végétaux à l'importation ou à l'exportation (JONC 19 novembre 1996, p. 4566), modifié par l'arrêté n° 2007-4901/GNC du 23 octobre 2007 (JONC 30 octobre 2007, pp. 6938-6941);http://www.juridoc.gouv.nc/juridoc/jdwebe.nsf/joncentry?openpage&ap=2007&page=6938;STATUTS;VALUE
109213;109213;931831;REGLII;Interdiction d'introduction;Réglementation;NCONVCS2;Liste des organismes nuisibles dont l’introduction est interdite en Nouvelle-Calédonie : Article 1;(major);INSEET988;645;najas marina;L., 1753;<i>Najas marina</i> L., 1753;<i>Najas marina</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Hydrocharitaceae;Trachéophytes;Angiospermes;Nouvelle-Calédonie;Collectivité d'outre-mer;NCL;FR-NC;Délibération du Congrès n° 112/CP du 18 octobre 1996 relative au contrôle sanitaire des végétaux ou produits végétaux à l'importation ou à l'exportation (JONC 19 novembre 1996, p. 4566), modifié par l'arrêté n° 2007-4901/GNC du 23 octobre 2007 (JONC 30 octobre 2007, pp. 6938-6941);http://www.juridoc.gouv.nc/juridoc/jdwebe.nsf/joncentry?openpage&ap=2007&page=6938;STATUTS;VALUE
67571;67571;189039;REGLLUTTE;Lutte contre certaines espèces;Réglementation;EEEUE;Règlement d'exécution (UE) 2016/1141 : Article 1;;TERFXFR;158248;ameiurus melas;(Rafinesque, 1820);<i>Ameiurus melas</i> (Rafinesque, 1820);<i>Ameiurus melas</i> (Rafinesque, 1820);Animalia;Chordata;Actinopterygii;Siluriformes;Ictaluridae;Chordés;Poissons;France métropolitaine;Territoire;FXX;;Règlement d'exécution (UE) 2016/1141 de la Commission du 13 juillet 2016 adoptant une liste des espèces exotiques envahissantes préoccupantes pour l'Union conformément au règlement (UE) n° 1143/2014 du Parlement européen et du Conseil (modifié par le règlement d'exécution (UE) 2017/1263 de la commission du 12 juillet 2017, modifié par le règlement d'éxécution (UE) 2019/1262 de la Commission du 25 juillet 2019, modifié par le règlement d'éxécution (UE) 2022/1203 de la commission du 12 juillet 2022);http://eur-lex.europa.eu/eli/reg_impl/2016/1141/oj;STATUTS;VALUE
67206;67206;190332;LRE;Liste rouge européenne;Liste rouge;LC;Préoccupation mineure;;EUROPE;;carassius carassius;(Linnaeus, 1758);<i>Carassius carassius</i> (Linnaeus, 1758);<i>Carassius carassius</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Chordés;Poissons;Europe;;;;;;STATUTS;VALUE
128504;128504;198853;LRE;Liste rouge européenne;Liste rouge;LC;Préoccupation mineure;;EUROPE;;vallisneria spiralis;L., 1753;<i>Vallisneria spiralis</i> L., 1753;<i>Vallisneria spiralis</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Hydrocharitaceae;Trachéophytes;Angiospermes;Europe;;;;;;STATUTS;VALUE
67422;67422;197298;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER74;366789;rutilus rutilus;(Linnaeus, 1758);<i>Rutilus rutilus</i> (Linnaeus, 1758);<i>Rutilus rutilus</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons;Limousin;Ancienne région;;FR-L;Maison de l’Eau et de la Pêche de la Corrèze. 2019. <em>Liste Rouge des Espèces Piscicoles de la Région Limousin (Notice méthodologique)</em>. 14 pp. + 2 annexes.;;STATUTS;VALUE
5911;5911;197203;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER32;276503;rhynchostegium riparioides;(Hedw.) Cardot, 1913;<i>Rhynchostegium riparioides</i> (Hedw.) Cardot, 1913;<i>Rhynchostegium riparioides</i> (Hedw.) Cardot, 1913;Plantae;;Equisetopsida;Hypnales;Brachytheciaceae;Bryophytes;Mousses;Hauts-de-France;Région;;FR-HDF;"Hauguel, J.-C. &amp; Toussaint, B. 2019. <em>La Liste rouge des espèces menacées en Hauts-de-France : Flore vasculaire et bryophytes</em>. Conservatoire botanique national de Bailleul, DREAL Hauts-de-France, Conseil régional des Hauts-de-France et des Conseils départementaux de l’Aisne, du Nord, de l’Oise, du Pas-de-Calais et de la Somme 36 pp.";https://www.cbnbl.org/system/files/2019-06/Liste%20rouge%20HDF%20flore%20CBNBL%20web_1.pdf;STATUTS;VALUE
119860;119860;197322;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER24;188890;sagittaria sagittifolia;L., 1753;<i>Sagittaria sagittifolia</i> L., 1753;<i>Sagittaria sagittifolia</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Alismataceae;Trachéophytes;Angiospermes;Centre;Région;;FR-CVL;Anonyme. 2013. <em>Liste rouge des plantes vasculaires de la région Centre</em>. CBNBP. 15 pp.;https://inpn.mnhn.fr/docs-web/docs/download/188890;STATUTS;VALUE
115282;115282;196613;PR;Protection régionale;Protection;RV25;Liste des espèces végétales protégées en région Basse-Normandie : Article 1;;INSEER25;655;potamogeton nodosus;Poir., 1816;<i>Potamogeton nodosus</i> Poir., 1816;<i>Potamogeton nodosus</i> Poir., 1816;Plantae;;Equisetopsida;Alismatales;Potamogetonaceae;Trachéophytes;Angiospermes;Basse-Normandie;Ancienne région;;FR-P;Arrêté interministériel du 27 avril 1995 relatif à la liste des espèces végétales protégées en région Basse-Normandie complétant la liste nationale;http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ENVN9540070A;STATUTS;VALUE
66832;66832;970642;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED28;226349;anguilla anguilla;(Linnaeus, 1758);<i>Anguilla anguilla</i> (Linnaeus, 1758);<i>Anguilla anguilla</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Anguilliformes;Anguillidae;Chordés;Poissons;Eure-et-Loir;Département;;FR-28;Anonyme. 2018. <em>Liste des habitats et espèces déterminantes de la région Centre-Val de Loire</em>. DREAL Centre-Val de Loire. Fichier Excel.;http://www.centre.developpement-durable.gouv.fr/IMG/xls/tableur_des_habitats_et_especes_determinantes.xls;STATUTS;VALUE
5825;5825;190026;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED28;226349;brachythecium rivulare;Schimp., 1853;<i>Brachythecium rivulare</i> Schimp., 1853;<i>Brachythecium rivulare</i> Schimp., 1853;Plantae;;Equisetopsida;Hypnales;Brachytheciaceae;Bryophytes;Mousses;Eure-et-Loir;Département;;FR-28;Anonyme. 2018. <em>Liste des habitats et espèces déterminantes de la région Centre-Val de Loire</em>. DREAL Centre-Val de Loire. Fichier Excel.;http://www.centre.developpement-durable.gouv.fr/IMG/xls/tableur_des_habitats_et_especes_determinantes.xls;STATUTS;VALUE
67104;67104;188934;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEED91;216209;alburnoides bipunctatus;(Bloch, 1782);<i>Alburnoides bipunctatus</i> (Bloch, 1782);<i>Alburnoides bipunctatus</i> (Bloch, 1782);Animalia;Chordata;Actinopterygii;Cypriniformes;Leuciscidae;Chordés;Poissons;Essonne;Département;;FR-91;Anonyme. 2018. <em>Liste des espèces déterminantes ZNIEFF d'Ile de France</em>. Fichier Excel.;;STATUTS;VALUE
107117;107117;194362;LRR;Liste rouge régionale;Liste rouge;LC;Préoccupation mineure;;INSEER54;267074;lythrum salicaria;L., 1753;<i>Lythrum salicaria</i> L., 1753;<i>Lythrum salicaria</i> L., 1753;Plantae;;Equisetopsida;Myrtales;Lythraceae;Trachéophytes;Angiospermes;Poitou-Charentes;Ancienne région;;FR-T;Anonyme, 2018. <em>Liste rouge de la Flore vasculaire de Poitou-Charentes</em>. CBN Sud-Atlantique. Fichier Excel.;;STATUTS;VALUE
69338;69338;193985;LRR;Liste rouge régionale;Liste rouge;;Non applicable;;INSEER24;186092;lepomis gibbosus;(Linnaeus, 1758);<i>Lepomis gibbosus</i> (Linnaeus, 1758);<i>Lepomis gibbosus</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Perciformes;Centrarchidae;Chordés;Poissons;Centre;Région;;FR-CVL;Anonyme. 2012. <em>Liste rouge des poissons de la région Centre</em>. Federation de pêche et de Protection des Milieux aquatiques de L'Indre. 2 pp.;http://www.centre.developpement-durable.gouv.fr/IMG/pdf/2-poissons_2012_cle2f95c8-1.pdf;STATUTS;VALUE
66832;66832;970642;LRR;Liste rouge régionale;Liste rouge;CR;En danger critique;A4abe;INSEER43;189389;anguilla anguilla;(Linnaeus, 1758);<i>Anguilla anguilla</i> (Linnaeus, 1758);<i>Anguilla anguilla</i> (Linnaeus, 1758);Animalia;Chordata;Actinopterygii;Anguilliformes;Anguillidae;Chordés;Poissons;Franche-Comté;Ancienne région;;FR-I;Anonyme. 2014. <em>Liste rouge des espèces de poissons menacées en Franche-Comté</em>. 5 pp.;http://www.bourgogne-franche-comte.developpement-durable.gouv.fr/IMG/pdf/2014_13_Liste_rouge_poissons_cle57575d.pdf;STATUTS;VALUE
115282;115282;196613;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;"Continentale - Massif central : Déterminante;Continentale - Plaine rhodanienne : Non déterminante;Alpine : Non déterminante;Méditerranéenne : Non déterminante";INSEED03;319830;potamogeton nodosus;Poir., 1816;<i>Potamogeton nodosus</i> Poir., 1816;<i>Potamogeton nodosus</i> Poir., 1816;Plantae;;Equisetopsida;Alismatales;Potamogetonaceae;Trachéophytes;Angiospermes;Allier;Département;;FR-03;"Anonyme, 2020. <em>Listes des espèces «&nbsp;déterminantes&nbsp;» de l’inventaire continu des ZNIEFF en Auvergne-Rhône-Alpes</em>. Fichier Excel.";;STATUTS;VALUE
67606;67606;192348;ZDET;ZNIEFF Déterminantes;ZNIEFF;true;Déterminante ZNIEFF;;INSEER72;74961;esox lucius;Linnaeus, 1758;<i>Esox lucius</i> Linnaeus, 1758;<i>Esox lucius</i> Linnaeus, 1758;Animalia;Chordata;Actinopterygii;Esociformes;Esocidae;Chordés;Poissons;Aquitaine;Ancienne région;;FR-B;Anonyme. 2007. <i>Espèces déterminantes de vertébrés (hors oiseaux) pour la région Aquitaine</i>. 11 pp.;;STATUTS;VALUE
115296;115296;196613;LRN;Liste rouge nationale;Liste rouge;LC;Préoccupation mineure;;TERFXFR;249369;potamogeton perfoliatus;L., 1753;<i>Potamogeton perfoliatus</i> L., 1753;<i>Potamogeton perfoliatus</i> L., 1753;Plantae;;Equisetopsida;Alismatales;Potamogetonaceae;Trachéophytes;Angiospermes;France métropolitaine;Territoire;FXX;;"UICN Comité français, FCBN, AFB &amp; MNHN. 2019. <em>La Liste rouge des espèces menacées en France - Chapitre Flore vasculaire de France métropolitaine. Fascicule.</em> UICN France, FCBN, AFB &amp; MNHN. Paris, France. 32 pp.";https://inpn.mnhn.fr/docs-web/docs/download/249369;STATUTS;VALUE
107117;107117;194362;LRN;Liste rouge nationale;Liste rouge;LC;Préoccupation mineure;;TERFXFR;249369;lythrum salicaria;L., 1753;<i>Lythrum salicaria</i> L., 1753;<i>Lythrum salicaria</i> L., 1753;Plantae;;Equisetopsida;Myrtales;Lythraceae;Trachéophytes;Angiospermes;France métropolitaine;Territoire;FXX;;"UICN Comité français, FCBN, AFB &amp; MNHN. 2019. <em>La Liste rouge des espèces menacées en France - Chapitre Flore vasculaire de France métropolitaine. Fascicule.</em> UICN France, FCBN, AFB &amp; MNHN. Paris, France. 32 pp.";https://inpn.mnhn.fr/docs-web/docs/download/249369;STATUTS;VALUE
