CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;CdSupport;LbSupport;DateDebutOperationPrelBio;CdListeFauFlor;LbListeFauFlor;CdTypListeFauFlor;MnTypListeFauFlor;CdTypTaxRep;MnTypTaxRep;CdAppelTaxon;NomLatinAppelTaxon;RsTaxRep;CdRqNbrTaxRep;MnemoRqNbrTaxRep;CdUniteMesure;SymUniteMesure;RefOperationPrelBio;CdProducteur;NomProducteur
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2018-07-19;C;C;;;1;NbrTax;650;Calopteryx;1;1;Domaine de validité;214;n;20190328112646-HB-346775;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112295;LE MORBRAS A SUCY-EN-BRIE 2;004;10;Diatomées benthiques;2023-08-22;;L1;;;1;NbrTax;8753;Stephanodiscus minutulus;1;1;Domaine de validité;214;n;20240717100311-HB-578681;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2017-07-20;P1#L#0;pre_id12439;;;1;NbrTax;2151;Esox lucius;4;1;Domaine de validité;214;n;Aspe4868eta1_2017-07-20_09:45:00_03079622;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;2010-08-03;C;B3;;;1;NbrTax;3212;Corophium;36;1;Domaine de validité;0;Unité inconnue;20180130180353-HB-7457;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;2003-06-18;A2#L#0;pre_id5082;;;1;NbrTax;2133;Rutilus rutilus;3;1;Domaine de validité;214;n;Aspe989eta2_2003-06-18_09:00:00_03112088;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;10;Diatomées benthiques;2012-08-07;;L1;;;1;NbrTax;8899;Nitzschia frustulum var. frustulum;31;1;Domaine de validité;214;n;20180201135902-HB-14521;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;007;27;Macrophytes;2011-08-17;FU;P1;;;3;RecTax;1717;Ceratophyllum demersum;1;1;Domaine de validité;243;%;20180130182953-HB-10533;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;004;10;Diatomées benthiques;2010-08-12;;L1;;;1;NbrTax;7116;Amphora pediculus;68;1;Domaine de validité;214;n;20180201135959-HB-17005;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2012-08-07;B;B2;;;1;NbrTax;1009;Planorbidae;1;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6665;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2023-08-01;C;C;;;1;NbrTax;624;Normandia;1;1;Domaine de validité;214;n;20240717112047-HB-578743;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;2012-08-07;C;B3;;;1;NbrTax;1051;Corbicula;30;1;Domaine de validité;0;Unité inconnue;20180130180353-HB-7458;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2018-07-19;B;B;;;1;NbrTax;245;Tinodes;1;1;Domaine de validité;214;n;20190328112646-HB-346775;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1997-09-09;A4#L#0;pre_id4646;;;1;NbrTax;31041;Squalius cephalus;6;1;Domaine de validité;214;n;Aspe916eta1_1997-09-09_10:30:00_03112480;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;13;Macroinvertébrés aquatiques;2024-08-29;B;B;;;1;NbrTax;1028;Ancylus;1;1;Domaine de validité;214;n;20250619155907-HB-601222;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2016-07-21;A;B1;;;1;NbrTax;1009;Planorbidae;10;1;Domaine de validité;0;Unité inconnue;20180228165842-HB-20485;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2011-06-15;GPCL#0;pre_id7508;;;1;NbrTax;2050;Lepomis gibbosus;2;1;Domaine de validité;214;n;Aspe2215eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;004;10;Diatomées benthiques;2021-06-15;;L1;;;1;NbrTax;6679;Fragilaria gracilis;2;1;Domaine de validité;214;n;20220627161516-HB-518480;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2018-08-16;A;A;;;1;NbrTax;1028;Ancylus;2;1;Domaine de validité;214;n;20190328112225-HB-346769;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063650;LA SEINE A ORLY 1;003;13;Macroinvertébrés aquatiques;2012-08-07;A;B1;;;1;NbrTax;249;Ecnomus;1;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6670;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2014-08-19;A;B1;;;1;NbrTax;224;Cyrnus;1;1;Domaine de validité;0;Unité inconnue;20180130180135-HB-6800;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3063650;LA SEINE A ORLY 1;004;10;Diatomées benthiques;2022-06-29;;L1;;;1;NbrTax;8845;Nitzschia bulnheimiana;9;1;Domaine de validité;214;n;20230703214651-HB-549801;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2013-07-31;A;B1;;;1;NbrTax;19280;Physella;1;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6666;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2007-09-13;P2#L#0;pre_id1697;;;1;NbrTax;2165;Gasterosteus aculeatus aculeatus;80;1;Domaine de validité;214;n;Aspe1862eta2_SurfEchMc545.70_SBVDKmc88.00_DSrcKm16.00_LarMEauM5.10_PntCEPM2.90_ProfMStaM0.65_AltM59_TAir1C4.1_TAir7C19.8;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2018-09-27;GPSL#0;pre_id76964;;;1;NbrTax;2010;Lampetra;1;1;Domaine de validité;214;n;Aspe39372eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM132.0_PntCEPM0.1_ProfMStaM3.91_AltM32_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;1997-09-10;A4#L#0;pre_id4657;;;1;NbrTax;2038;Anguilla anguilla;5;1;Domaine de validité;214;n;Aspe918eta1_1997-09-10_10:00:00_03112088;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2015-06-23;;L1;;;1;NbrTax;7226;Cocconeis pediculus;3;1;Domaine de validité;214;n;20180201135947-HB-16471;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1997-05-21;A5#L#0;pre_id4609;;;1;NbrTax;2133;Rutilus rutilus;25;1;Domaine de validité;214;n;Aspe910eta1_1997-05-21_15:00:00_03063000;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2012-09-20;P2#L#0;pre_id1396;;;1;NbrTax;2113;Gobio gobio;97;1;Domaine de validité;214;n;Aspe2264eta2_SurfEchMc624.00_SBVDKmc88.00_DSrcKm16.00_LarMEauM5.20_PntCEPM2.90_ProfMStaM0.55_AltM59_TAir1C4.1_TAir7C19.8;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2021-08-02;;L1;;;4;BioVolTax;6391;Oscillatoriales;0.000642;1;Domaine de validité;536;mm3/L;20220823100212-HB-526415;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;13;Macroinvertébrés aquatiques;2021-06-15;B;B;;;1;NbrTax;978;Potamopyrgus;17;1;Domaine de validité;214;n;20220628081120-HB-518495;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3112348;LA MARNE A BONNEUIL-SUR-MARNE 1;005;4;Poissons;2008-07-10;GPSL#0;pre_id7250;;;1;NbrTax;2193;Perca fluviatilis;13;1;Domaine de validité;214;n;Aspe1913eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm505.00_LarMEauM70.00_PntCEPM0.10_ProfMStaM3.30_AltM31_TAir1C4.6_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2021-08-02;;L1;;;4;BioVolTax;9606;Goniochloris fallax;0.001012;1;Domaine de validité;536;mm3/L;20220823100212-HB-526415;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112295;LE MORBRAS A SUCY-EN-BRIE 2;004;10;Diatomées benthiques;2023-08-22;;L1;;;1;NbrTax;7874;Navicula cryptocephala;2;1;Domaine de validité;214;n;20240717100311-HB-578681;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1997-05-21;A1#L#0;pre_id4605;;;1;NbrTax;2193;Perca fluviatilis;1;1;Domaine de validité;214;n;Aspe910eta1_1997-05-21_15:00:00_03063000;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2018-07-19;B;B;;;1;NbrTax;311;Athripsodes;3;1;Domaine de validité;214;n;20190328112646-HB-346775;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-05-14;Camp2024-05-14;L1;;;4;BioVolTax;6631;Diatoma vulgare;0.02611;1;Domaine de validité;536;mm3/L;20250618164958-HB-600981;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-06-10;Camp2024-06-10;L1;;;4;BioVolTax;37862;Lepocinclis fusiformis;0.01569;1;Domaine de validité;536;mm3/L;20250618164959-HB-600983;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3080660;LA SEINE A ALFORTVILLE 3;004;10;Diatomées benthiques;2010-08-12;;L1;;;1;NbrTax;8719;Melosira varians;2;1;Domaine de validité;214;n;20180201135915-HB-15113;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;2020-08-27;A;A;;;1;NbrTax;1028;Ancylus;1;1;Domaine de validité;214;n;20210908103329-HB-498345;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2012-06-27;;L1;;;1;NbrTax;8731;Puncticulata radiosa;1;1;Domaine de validité;214;n;20180201135901-HB-14498;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3079622;LE RÉVEILLON A VILLECRESNES 2;007;27;Macrophytes;2018-08-08;F2;P2;;;3;RecTax;31691;Platyhypnidium riparioides;0;1;Domaine de validité;243;%;20190327182054-HB-346689;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;2023-08-03;A;A;;;1;NbrTax;3159;Mermithoidea;1;1;Domaine de validité;214;n;20240717112011-HB-578735;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2016-08-11;;L1;;;1;NbrTax;16487;Nitzschia soratensis;2;1;Domaine de validité;214;n;20180228165200-HB-19385;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2020-08-14;A;A;;;1;NbrTax;933;Oligochaeta;120;1;Domaine de validité;214;n;20210908103329-HB-498337;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079097;L'YERRES A PERIGNY 1;005;4;Poissons;2002-06-03;A3#L#0;pre_id5031;;;1;NbrTax;2133;Rutilus rutilus;2;1;Domaine de validité;214;n;Aspe981eta1_2002-06-03_14:30:00_03079097;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2020-09-07;;L1;;;4;BioVolTax;9634;Plagioselmis nannoplanctica;0.062886;1;Domaine de validité;536;mm3/L;20220104120757-HB-505756;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2003-06-24;A4#L#0;pre_id5057;;;1;NbrTax;31041;Squalius cephalus;4;1;Domaine de validité;214;n;Aspe985eta1_2003-06-24_14:00:00_03112480;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2015-06-24;;L1;;;1;NbrTax;11431;Cymbella excisa var. excisa;6;1;Domaine de validité;214;n;20180201135845-HB-13644;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2017-08-17;;L1;;;1;NbrTax;32463;Karayevia clevei;2;1;Domaine de validité;214;n;20190205185921-HB-30604;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2016-08-11;GPSL#0;pre_id12867;;;1;NbrTax;2122;Leuciscus leuciscus;5;1;Domaine de validité;214;n;Aspe5000eta1_2016-08-11_14:00:00_03063000;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;2022-06-16;F1;F2;;;3;RecTax;1268;Rhynchostegium riparioides;0.09375;1;Domaine de validité;243;%;20230703214826-HB-549848;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2013-07-31;C;B3;;;1;NbrTax;236;Neureclipsis;2;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6666;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2016-08-17;;L1;;;1;NbrTax;18123;Reimeria uniseriata;1;1;Domaine de validité;214;n;20180228165202-HB-19495;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2013-07-10;A;B1;;;1;NbrTax;1009;Planorbidae;6;1;Domaine de validité;0;Unité inconnue;20180130180135-HB-6799;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-10-21;Camp2024-10-21;L1;;;4;BioVolTax;30028;Desmodesmus intermedius;0.00025;1;Domaine de validité;536;mm3/L;20250618165004-HB-600991;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2014-08-28;GPSL#0;pre_id12583;;;1;NbrTax;68137;Faxonius limosus;1;1;Domaine de validité;214;n;Aspe4870eta1_2014-08-28_14:40:00_03063000;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;10;Diatomées benthiques;2023-08-03;;L1;;;1;NbrTax;8111;Navicula recens;3;1;Domaine de validité;214;n;20240717100315-HB-578682;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2011-09-07;A;B1;;;1;NbrTax;197;Orthotrichia;2;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6663;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2017-07-08;A;B1;;;1;NbrTax;704;Sialis;2;1;Domaine de validité;0;Unité inconnue;20180629100752-HB-28629;0;Interlocuteur inconnu
3112480;LA MARNE A CHARENTON-LE-PONT 2;007;27;Macrophytes;2022-08-24;F1;F2;;;3;RecTax;1655;Potamogeton pectinatus;4.10714286;1;Domaine de validité;243;%;20230703214827-HB-549854;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3080660;LA SEINE A ALFORTVILLE 3;003;13;Macroinvertébrés aquatiques;2022-08-23;;C;;;1;NbrTax;19280;Physella;32;1;Domaine de validité;214;n;20230704161838-HB-550183;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3081016;La Bièvre à Fresnes 3;004;10;Diatomées benthiques;2010-08-31;;L1;;;1;NbrTax;8656;Discostella pseudostelligera;10;1;Domaine de validité;214;n;20180221093413-HB-19172;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3063650;LA SEINE A ORLY 1;003;13;Macroinvertébrés aquatiques;2022-06-29;A;A;;;1;NbrTax;1074;Dendrocoelum lacteum;1;1;Domaine de validité;214;n;20230704161837-HB-550178;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2020-08-13;;C;;;1;NbrTax;4202;Dikerogammarus;132;1;Domaine de validité;214;n;20210908103329-HB-498346;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2018-07-20;;03079622;;;1;NbrTax;13689;Fistulifera saprophila;1;1;Domaine de validité;214;n;20190327180827-HB-346454;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;2024-06-17;C';C';;;1;NbrTax;928;Erpobdellidae;1;1;Domaine de validité;214;n;20250619155228-HB-601182;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;2006-06-13;GPSL#0;pre_id7046;;;1;NbrTax;2038;Anguilla anguilla;27;1;Domaine de validité;214;n;Aspe1634eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm510.00_LarMEauM80.00_PntCEPM0.10_ProfMStaM2.00_AltM33_TAir1C4.8_TAir7C20.8;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112000;LA MARNE A JOINVILLE-LE-PONT 1;003;13;Macroinvertébrés aquatiques;2010-08-03;C;B3;;;1;NbrTax;364;Baetis;7;1;Domaine de validité;0;Unité inconnue;20180130180353-HB-7457;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1999-10-20;A4#L#0;pre_id4836;;;1;NbrTax;2038;Anguilla anguilla;5;1;Domaine de validité;214;n;Aspe947eta1_1999-10-20_10:00:00_03112480;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2011-06-21;GPSL#0;pre_id7510;;;1;NbrTax;2090;Alburnus alburnus;2;1;Domaine de validité;214;n;Aspe2217eta2_SurfEchMc1250.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM79.00_PntCEPM0.10_ProfMStaM3.43_AltM35_TAir1C4.5_TAir7C20.3;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2011-07-19;;L1;;;1;NbrTax;7229;Cocconeis placentula var. euglypta;6;1;Domaine de validité;214;n;20180201135915-HB-15109;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2019-10-10;GPSL#0;pre_id84101;;;1;NbrTax;2193;Perca fluviatilis;49;1;Domaine de validité;214;n;Aspe82253eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM128.8_PntCEPM0.1_ProfMStaM3.66_AltM32_TAir1C4.5_TAir7C20.4;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;1997-09-10;A2#L#0;pre_id4655;;;1;NbrTax;2113;Gobio gobio;45;1;Domaine de validité;214;n;Aspe918eta1_1997-09-10_10:00:00_03112088;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2017-08-16;;L1;;;1;NbrTax;7882;Navicula cryptotenelloides;1;1;Domaine de validité;214;n;20190205185922-HB-30637;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;10;Diatomées benthiques;2013-06-20;;L1;;;1;NbrTax;7107;Amphora inariensis;17;1;Domaine de validité;214;n;20180201135902-HB-14522;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2013-07-11;;L1;;;1;NbrTax;6658;Fragilaria capucina var. vaucheriae;3;1;Domaine de validité;214;n;20180201135915-HB-15111;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2020-07-23;A;A;;;1;NbrTax;1061;Planariidae;14;1;Domaine de validité;214;n;20210701160033-HB-492830;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2011-09-07;A;B1;;;1;NbrTax;1033;Acroloxus;1;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6663;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;003;13;Macroinvertébrés aquatiques;2013-07-31;C;B3;;;1;NbrTax;933;Oligochaeta;19;1;Domaine de validité;0;Unité inconnue;20180130180112-HB-6666;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;004;10;Diatomées benthiques;2012-08-02;;L1;;;1;NbrTax;7116;Amphora pediculus;184;1;Domaine de validité;214;n;20180201135947-HB-16468;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3079622;LE RÉVEILLON A VILLECRESNES 2;003;13;Macroinvertébrés aquatiques;2012-08-02;A;B1;;;1;NbrTax;824;Stratiomyidae;1;1;Domaine de validité;0;Unité inconnue;20180130180135-HB-6798;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3112295;LE MORBRAS A SUCY-EN-BRIE 2;004;10;Diatomées benthiques;2023-08-22;;L1;;;1;NbrTax;14458;Kolbesia gessneri;2;1;Domaine de validité;214;n;20240717100311-HB-578681;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3081001;LE RUISSEAU DE RUNGIS A FRESNES 1;003;13;Macroinvertébrés aquatiques;2021-06-15;B;B;;;1;NbrTax;807;Chironomidae;183;1;Domaine de validité;214;n;20220628081120-HB-518495;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
